,A2,A3,A4,A8,A10,A12,B7,B8,B9,C4,C5,C6,C7,C8,C9,D4,D5,D6,D7,D8,D9,D10,D11,D12,E4,E5,E6,E7,E8,E9,E10,E11,E12,F4,F5,F6,F7,F8,F9,F10,F11,F12,G4,G5,G6,G7,G8,G9,G10,G11,G12,H4,H5,H6,H7,H8,H9,H10,H11,H12
27.5,322099.0,319534.0,318326.0,7265055.0,426796.0,323623.0,7417365.0,6492896.0,6327817.0,4833577.0,4884347.0,4982808.0,8054542.0,7899461.0,7520196.0,6141310.0,5967104.0,6067247.0,6061567.0,6056947.0,5922519.0,1082298.0,1074199.0,1038667.0,4190562.0,4226818.0,4281087.0,1808702.0,1833645.0,2198283.0,1437094.0,1463940.0,1532069.0,2608886.0,2818750.0,1852883.0,365578.0,367570.0,368500.0,729260.0,759014.0,813698.0,3449512.0,2367304.0,2829057.0,345485.0,351215.0,347001.0,368308.0,377196.0,377243.0,4842113.0,5585704.0,4997319.0,339743.0,340067.0,341123.0,270896.0,279255.0,277913.0
28.0,320158.0,316763.0,317998.0,7476111.0,424596.0,322596.0,7518716.0,6588804.0,6383437.0,4844409.0,4902087.0,5002224.0,8108814.0,7933753.0,7614499.0,6245728.0,6065441.0,6161284.0,6137261.0,6169765.0,6024862.0,1075402.0,1078152.0,1045293.0,4280557.0,4332256.0,4371008.0,1836728.0,1857013.0,2241152.0,1432285.0,1470235.0,1534534.0,2672836.0,2894338.0,1915294.0,366200.0,370817.0,368269.0,728845.0,762641.0,812489.0,3531105.0,2432914.0,2887132.0,342525.0,351442.0,353073.0,365246.0,376940.0,385739.0,4921282.0,5710055.0,5086390.0,339041.0,341639.0,342729.0,275287.0,281746.0,277039.0
28.5,317005.0,319808.0,315190.0,7671550.0,425045.0,323168.0,7613547.0,6669554.0,6465260.0,4877785.0,4950741.0,5038703.0,8203538.0,8042510.0,7666892.0,6328896.0,6129238.0,6255229.0,6195642.0,6251471.0,6084678.0,1088819.0,1080574.0,1046737.0,4360068.0,4397256.0,4489683.0,1860438.0,1881919.0,2277730.0,1438727.0,1477027.0,1531521.0,2734475.0,2966394.0,1953280.0,366391.0,367252.0,372269.0,726046.0,758735.0,816052.0,3570410.0,2482605.0,2939024.0,344500.0,353801.0,350219.0,363984.0,378990.0,378974.0,4999345.0,5796447.0,5152401.0,341358.0,341090.0,345093.0,271627.0,279183.0,276937.0
29.0,317883.0,321735.0,320283.0,7865777.0,422272.0,327924.0,7745092.0,6721371.0,6527253.0,4926180.0,4965497.0,5090002.0,8271042.0,8099900.0,7744687.0,6391547.0,6176292.0,6326058.0,6266302.0,6288354.0,6140115.0,1083124.0,1088374.0,1051546.0,4461004.0,4487168.0,4564469.0,1882173.0,1902654.0,2314375.0,1431969.0,1463295.0,1534512.0,2795716.0,3041356.0,2008535.0,367829.0,374623.0,372324.0,728181.0,757434.0,814394.0,3632845.0,2550807.0,3002222.0,343053.0,353004.0,348036.0,365744.0,378094.0,376546.0,5089450.0,5901855.0,5237413.0,339751.0,339855.0,344847.0,273863.0,276636.0,283079.0
29.5,319681.0,320289.0,318673.0,7977620.0,418360.0,323780.0,7858398.0,6806288.0,6605139.0,4939284.0,5007546.0,5075166.0,8335811.0,8196225.0,7850363.0,6487497.0,6267999.0,6387490.0,6329488.0,6352781.0,6213308.0,1076369.0,1087829.0,1048034.0,4513878.0,4573537.0,4642674.0,1908197.0,1933540.0,2325366.0,1437346.0,1469692.0,1538836.0,2836389.0,3113876.0,2050182.0,366400.0,372329.0,371654.0,722204.0,755916.0,821578.0,3698525.0,2595023.0,3049712.0,342951.0,349697.0,350026.0,364226.0,378860.0,381906.0,5173925.0,6001850.0,5331767.0,339669.0,340855.0,342204.0,276127.0,281603.0,273926.0
30.0,320395.0,320298.0,319125.0,8138442.0,422408.0,322806.0,7955170.0,6866292.0,6672327.0,4952585.0,5021076.0,5133159.0,8404493.0,8291507.0,7883167.0,6548734.0,6324630.0,6471539.0,6367934.0,6404707.0,6254223.0,1085539.0,1077948.0,1050161.0,4565140.0,4649397.0,4735673.0,1922795.0,1963124.0,2350294.0,1441106.0,1463876.0,1534791.0,2908069.0,3172154.0,2094453.0,366607.0,372942.0,372596.0,727861.0,758475.0,821796.0,3738961.0,2646589.0,3102529.0,345668.0,353894.0,354322.0,366297.0,379238.0,382865.0,5241728.0,6103266.0,5391046.0,337530.0,338586.0,345717.0,273250.0,278521.0,275932.0
30.5,320536.0,322967.0,319957.0,8296673.0,417332.0,324307.0,8034793.0,6924186.0,6745729.0,5000436.0,5051276.0,5148870.0,8470750.0,8348247.0,7965030.0,6593775.0,6405192.0,6523794.0,6436205.0,6445278.0,6295090.0,1080519.0,1078874.0,1060020.0,4625200.0,4698254.0,4788970.0,1942954.0,1977413.0,2352891.0,1435235.0,1464601.0,1529309.0,2935721.0,3237350.0,2143476.0,367029.0,371168.0,366184.0,727164.0,763792.0,820390.0,3796188.0,2686074.0,3140426.0,345343.0,351600.0,350124.0,367615.0,379288.0,381022.0,5294532.0,6170870.0,5455588.0,334805.0,337810.0,342608.0,273408.0,282334.0,279692.0
31.0,325214.0,318833.0,316544.0,8457696.0,418868.0,321490.0,8117196.0,7003582.0,6783567.0,5023743.0,5074852.0,5156452.0,8564049.0,8410163.0,8006178.0,6673644.0,6443646.0,6624741.0,6456403.0,6487522.0,6348293.0,1077509.0,1076946.0,1051850.0,4705928.0,4770917.0,4861934.0,1949447.0,1978073.0,2389747.0,1435581.0,1461131.0,1530395.0,2972072.0,3294776.0,2168590.0,368621.0,371324.0,369708.0,722484.0,763289.0,823662.0,3829747.0,2736470.0,3206432.0,345590.0,352232.0,346298.0,361964.0,376497.0,383360.0,5363769.0,6238686.0,5526200.0,340615.0,336625.0,339121.0,274970.0,281592.0,279098.0
31.5,322235.0,321963.0,318144.0,8610396.0,412669.0,327790.0,8201725.0,7046892.0,6862947.0,5039025.0,5103675.0,5193211.0,8582874.0,8467159.0,8061204.0,6729032.0,6503188.0,6690818.0,6517334.0,6539504.0,6380421.0,1079523.0,1080510.0,1057026.0,4794245.0,4839395.0,4924127.0,1974819.0,2005004.0,2401347.0,1434685.0,1463322.0,1531209.0,3037767.0,3352628.0,2213781.0,369964.0,371003.0,372293.0,721201.0,753616.0,819381.0,3887898.0,2779460.0,3233876.0,341259.0,351253.0,352586.0,367067.0,374624.0,382020.0,5398958.0,6300453.0,5574781.0,337848.0,335972.0,345280.0,275209.0,282296.0,276466.0
32.0,318259.0,319846.0,316277.0,8751733.0,416212.0,325043.0,8234800.0,7102298.0,6912028.0,5070312.0,5117111.0,5232272.0,8675468.0,8519380.0,8164362.0,6789890.0,6573904.0,6731800.0,6539250.0,6607329.0,6447105.0,1084822.0,1082185.0,1058491.0,4852031.0,4903633.0,4992457.0,1983810.0,2014111.0,2419066.0,1434230.0,1467944.0,1539735.0,3067893.0,3399156.0,2240402.0,368995.0,375035.0,369492.0,721345.0,758953.0,822407.0,3936733.0,2817255.0,3294044.0,346614.0,352179.0,346786.0,367347.0,375571.0,380010.0,5491940.0,6348950.0,5608351.0,337005.0,337598.0,343146.0,270480.0,279980.0,279652.0
32.5,319278.0,322318.0,316250.0,8868654.0,413967.0,325247.0,8294982.0,7153681.0,6959976.0,5081146.0,5121066.0,5237212.0,8697789.0,8604938.0,8194003.0,6853559.0,6614263.0,6792695.0,6601007.0,6628827.0,6483152.0,1068359.0,1079512.0,1057688.0,4895547.0,4959161.0,5058343.0,1981893.0,2037157.0,2443612.0,1447456.0,1461387.0,1532014.0,3116361.0,3448997.0,2287372.0,368652.0,373221.0,369999.0,730027.0,760781.0,820862.0,3977505.0,2874790.0,3354817.0,346076.0,350887.0,346335.0,372257.0,377503.0,378985.0,5524699.0,6430643.0,5675029.0,335226.0,338995.0,341570.0,273416.0,279750.0,278637.0
33.0,317800.0,322715.0,316932.0,8948293.0,413641.0,327164.0,8348884.0,7175615.0,6994108.0,5098956.0,5154638.0,5241167.0,8769603.0,8655793.0,8259324.0,6915313.0,6705745.0,6844267.0,6659616.0,6660385.0,6510701.0,1066631.0,1079496.0,1063262.0,4941794.0,5011453.0,5125266.0,2012925.0,2057014.0,2445286.0,1429271.0,1464849.0,1540483.0,3161940.0,3512319.0,2309157.0,363835.0,369653.0,369284.0,728275.0,762706.0,824453.0,4027596.0,2905705.0,3369306.0,342003.0,353060.0,349333.0,365760.0,377003.0,382241.0,5592655.0,6515004.0,5735394.0,336241.0,335413.0,340381.0,275538.0,280091.0,282085.0
33.5,319083.0,320760.0,315845.0,9099566.0,414931.0,328197.0,8389957.0,7182880.0,7039915.0,5105934.0,5153425.0,5262244.0,8859519.0,8701796.0,8297693.0,6953364.0,6735824.0,6918887.0,6673403.0,6704616.0,6536046.0,1075176.0,1076730.0,1072362.0,4996763.0,5054220.0,5165411.0,2026908.0,2074495.0,2453099.0,1437674.0,1459684.0,1540755.0,3199382.0,3552445.0,2351805.0,366529.0,369131.0,371247.0,726046.0,755887.0,822380.0,4076118.0,2947109.0,3424484.0,344721.0,349259.0,351372.0,365504.0,374840.0,381119.0,5613609.0,6595194.0,5786144.0,334342.0,337835.0,338852.0,277311.0,281448.0,279184.0
34.0,322128.0,321638.0,319214.0,9264416.0,411085.0,328216.0,8371819.0,7210291.0,7051471.0,5120746.0,5152084.0,5280692.0,8893933.0,8744398.0,8339952.0,6985538.0,6776962.0,6962226.0,6721995.0,6751797.0,6572245.0,1077416.0,1076458.0,1065948.0,5031140.0,5113752.0,5216855.0,2037020.0,2086391.0,2488603.0,1426945.0,1465536.0,1546206.0,3231306.0,3612030.0,2379062.0,365582.0,368660.0,370281.0,725953.0,770430.0,826703.0,4099233.0,2982875.0,3468008.0,347000.0,346994.0,346434.0,365667.0,377527.0,381184.0,5664962.0,6616343.0,5816705.0,334815.0,335406.0,338704.0,275792.0,282728.0,279981.0
34.5,324713.0,321002.0,314149.0,9308763.0,409871.0,328844.0,8397829.0,7229804.0,7071987.0,5131875.0,5176138.0,5306763.0,8959538.0,8791374.0,8428198.0,7043700.0,6839329.0,7012478.0,6749539.0,6794287.0,6621364.0,1075984.0,1075359.0,1072579.0,5115079.0,5170578.0,5269606.0,2039935.0,2086812.0,2497793.0,1433378.0,1453478.0,1544922.0,3264387.0,3652640.0,2414679.0,363768.0,365381.0,372009.0,726816.0,764680.0,830854.0,4137401.0,3030299.0,3514110.0,347878.0,352235.0,347482.0,366998.0,379292.0,382464.0,5705129.0,6674840.0,5887587.0,330859.0,337887.0,340995.0,278149.0,281993.0,279827.0
35.0,324733.0,323248.0,319720.0,9446496.0,408259.0,327044.0,8375495.0,7249156.0,7104596.0,5129923.0,5167909.0,5283760.0,8991326.0,8837912.0,8447653.0,7125396.0,6866055.0,7066867.0,6781731.0,6852680.0,6657313.0,1072047.0,1077858.0,1083703.0,5160288.0,5230842.0,5351225.0,2054665.0,2090296.0,2509121.0,1432440.0,1465497.0,1546326.0,3326686.0,3686305.0,2440778.0,366464.0,369228.0,373145.0,729592.0,754871.0,829306.0,4186553.0,3058837.0,3551390.0,341973.0,349233.0,349785.0,369051.0,378598.0,384804.0,5741431.0,6726176.0,5921480.0,330192.0,338631.0,342766.0,276084.0,280874.0,281592.0
35.5,321453.0,319915.0,315230.0,9530581.0,407284.0,330966.0,8389470.0,7199201.0,7089193.0,5162475.0,5185752.0,5315376.0,9079106.0,8900995.0,8509694.0,7179310.0,6918743.0,7130523.0,6817817.0,6839269.0,6683251.0,1066947.0,1083186.0,1075005.0,5201087.0,5278234.0,5378574.0,2070397.0,2091880.0,2522792.0,1434814.0,1455016.0,1541552.0,3344565.0,3738269.0,2462975.0,367791.0,369057.0,372411.0,721256.0,762216.0,826761.0,4219942.0,3092010.0,3583801.0,346916.0,348757.0,349936.0,365310.0,375496.0,381256.0,5784123.0,6777048.0,5983103.0,334644.0,332080.0,340355.0,275519.0,282821.0,280061.0
36.0,315911.0,324274.0,320928.0,9591837.0,405488.0,324280.0,8379940.0,7199608.0,7112386.0,5150954.0,5198887.0,5322836.0,9087945.0,8933010.0,8546960.0,7210949.0,6955814.0,7152311.0,6837702.0,6845560.0,6706178.0,1067413.0,1081244.0,1077546.0,5212560.0,5317981.0,5416420.0,2075921.0,2117623.0,2514730.0,1429820.0,1456399.0,1527944.0,3385075.0,3785657.0,2500939.0,367072.0,369263.0,371591.0,725185.0,753900.0,833164.0,4259227.0,3123152.0,3598668.0,348104.0,350544.0,344578.0,372191.0,376433.0,382350.0,5801177.0,6813828.0,6007848.0,333501.0,336372.0,340517.0,277520.0,281371.0,280079.0
36.5,320849.0,326810.0,319623.0,9677903.0,406951.0,326635.0,8362321.0,7190772.0,7077411.0,5159177.0,5198835.0,5330485.0,9116574.0,8981173.0,8549292.0,7270668.0,7046037.0,7225208.0,6873162.0,6902925.0,6719358.0,1071340.0,1076610.0,1085737.0,5287854.0,5368038.0,5499725.0,2101811.0,2138272.0,2536373.0,1430452.0,1460435.0,1535478.0,3416800.0,3827068.0,2524185.0,362938.0,369884.0,366748.0,731666.0,755398.0,828577.0,4287044.0,3151324.0,3635086.0,339963.0,349471.0,349068.0,366579.0,374918.0,378497.0,5857502.0,6868498.0,6046896.0,335435.0,338443.0,339848.0,278250.0,282709.0,279445.0
37.0,321334.0,322369.0,316920.0,9770865.0,405541.0,327023.0,8335680.0,7164029.0,7086122.0,5163575.0,5202236.0,5337895.0,9182039.0,9013048.0,8621548.0,7296065.0,7092743.0,7261526.0,6895405.0,6934847.0,6751157.0,1065813.0,1082676.0,1076590.0,5326011.0,5408735.0,5536610.0,2099856.0,2149130.0,2546860.0,1424301.0,1451152.0,1537716.0,3461347.0,3851316.0,2541132.0,363524.0,373324.0,369461.0,727902.0,759066.0,828377.0,4323063.0,3172931.0,3659603.0,344265.0,349287.0,346354.0,365920.0,372580.0,380861.0,5895884.0,6909746.0,6098512.0,334506.0,337036.0,340273.0,276888.0,287555.0,283394.0
37.5,322281.0,320128.0,317151.0,9856669.0,407333.0,332772.0,8316177.0,7141310.0,7066266.0,5164239.0,5209101.0,5318232.0,9214658.0,9032497.0,8626105.0,7314738.0,7092664.0,7294658.0,6928582.0,6967256.0,6767366.0,1067494.0,1079592.0,1079153.0,5349688.0,5456291.0,5571309.0,2112807.0,2147645.0,2556329.0,1429248.0,1450435.0,1542981.0,3493876.0,3896473.0,2571810.0,368056.0,371583.0,373755.0,722034.0,760248.0,833170.0,4348514.0,3210731.0,3705702.0,345623.0,351142.0,348212.0,365040.0,377932.0,378340.0,5932560.0,6935936.0,6107390.0,332169.0,337339.0,338569.0,281044.0,284424.0,281379.0
38.0,319210.0,322796.0,320985.0,9934552.0,408902.0,330813.0,8246855.0,7123607.0,7043182.0,5175253.0,5214081.0,5340855.0,9250622.0,9037808.0,8641580.0,7373211.0,7139257.0,7340704.0,6932538.0,6960541.0,6785105.0,1065162.0,1079138.0,1081345.0,5402905.0,5503526.0,5596147.0,2113324.0,2152459.0,2568721.0,1424789.0,1442926.0,1530593.0,3501364.0,3947114.0,2605966.0,366661.0,369012.0,370734.0,733555.0,759395.0,832306.0,4382113.0,3251804.0,3729767.0,344944.0,349402.0,346437.0,364988.0,377752.0,378528.0,5980057.0,6995668.0,6149352.0,337463.0,340520.0,336314.0,275519.0,285063.0,284301.0
