,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B9,B10,B11,C1,C2,C3,C4,C5,C6,C7,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H11,H12
19.5,418654.0,397830.0,359930.0,251832.0,229547.0,230698.0,230070.0,257548.0,230491.0,226867.0,228102.0,256816.0,441980.0,382000.0,376576.0,246869.0,237239.0,242269.0,247733.0,224288.0,224996.0,227621.0,1184920.0,902842.0,866335.0,245975.0,285878.0,273290.0,275904.0,231356.0,231279.0,230647.0,250930.0,3237572.0,2413651.0,2296916.0,243857.0,339085.0,345076.0,338956.0,246926.0,283499.0,287542.0,289473.0,251655.0,2918431.0,2263115.0,2161008.0,245104.0,516027.0,538119.0,547843.0,244863.0,400542.0,404303.0,379500.0,248388.0,2919481.0,2298048.0,2200662.0,239853.0,946792.0,976902.0,931113.0,243787.0,593678.0,553443.0,554221.0,254130.0,4064695.0,3295806.0,3144647.0,240905.0,2248809.0,2236366.0,2372028.0,242303.0,248642.0,226075.0,215899.0,212430.0,215628.0,209918.0,218394.0,217557.0,213002.0,214593.0,216258.0,216985.0
20.0,427759.0,406719.0,369192.0,252401.0,231697.0,231922.0,229670.0,250645.0,227779.0,226588.0,225023.0,257616.0,451371.0,390889.0,381376.0,250269.0,239059.0,242995.0,248783.0,225685.0,226236.0,225604.0,1246642.0,933438.0,891881.0,247743.0,287650.0,266587.0,273544.0,226864.0,230798.0,234570.0,249044.0,3408041.0,2500631.0,2392390.0,244516.0,343520.0,345808.0,344677.0,248812.0,292718.0,293465.0,291717.0,251305.0,3011517.0,2340631.0,2228088.0,247774.0,515792.0,541966.0,548406.0,248513.0,402398.0,410609.0,386065.0,247695.0,3047622.0,2370276.0,2255856.0,244339.0,958590.0,985886.0,936678.0,248256.0,611839.0,568554.0,557317.0,253449.0,4287230.0,3405252.0,3241137.0,244383.0,2363828.0,2297096.0,2449318.0,245017.0,249556.0,227494.0,216477.0,216682.0,217876.0,212272.0,216543.0,215442.0,213229.0,215395.0,215423.0,221487.0
20.5,446214.0,414628.0,373861.0,252356.0,229384.0,234150.0,230674.0,253871.0,229428.0,228492.0,225871.0,259279.0,467343.0,398385.0,385776.0,247840.0,241159.0,245390.0,246744.0,224876.0,225319.0,227123.0,1310199.0,960893.0,922927.0,248178.0,283168.0,270029.0,278376.0,229750.0,230610.0,232998.0,248559.0,3600041.0,2619301.0,2472152.0,248367.0,339074.0,345848.0,347630.0,246876.0,289675.0,292204.0,292192.0,255781.0,3146367.0,2412037.0,2304623.0,243881.0,520582.0,541541.0,551193.0,246883.0,408275.0,416665.0,390623.0,253047.0,3180078.0,2447290.0,2339777.0,240253.0,975845.0,1008679.0,944613.0,247271.0,621216.0,578754.0,575473.0,250838.0,4503207.0,3521294.0,3347857.0,239779.0,2488616.0,2425193.0,2513043.0,247187.0,249422.0,227206.0,221508.0,217230.0,216582.0,210201.0,217012.0,216953.0,210825.0,214928.0,217918.0,227323.0
21.0,452960.0,431744.0,380114.0,255210.0,232201.0,232828.0,231170.0,255022.0,229512.0,225437.0,226335.0,258440.0,483104.0,406949.0,392881.0,246343.0,240543.0,244389.0,248774.0,226683.0,225678.0,225957.0,1374845.0,996665.0,946119.0,248985.0,285571.0,272424.0,277184.0,232963.0,234985.0,232154.0,250505.0,3782493.0,2740367.0,2564862.0,248957.0,342670.0,346683.0,345556.0,248574.0,295066.0,294680.0,298168.0,254011.0,3253154.0,2480791.0,2364838.0,246060.0,520053.0,538916.0,557565.0,245473.0,413777.0,419835.0,394794.0,248053.0,3311084.0,2532484.0,2399829.0,244473.0,984805.0,1011595.0,961985.0,248068.0,637002.0,591500.0,587555.0,253499.0,4685329.0,3639651.0,3444241.0,240327.0,2554913.0,2510434.0,2529950.0,243112.0,252875.0,231890.0,217228.0,215318.0,219186.0,213238.0,216153.0,221700.0,217726.0,214376.0,216507.0,229797.0
21.5,462011.0,439728.0,391885.0,256291.0,229769.0,233663.0,233203.0,253646.0,230592.0,225562.0,224241.0,256483.0,498753.0,412960.0,398807.0,250758.0,237835.0,242161.0,248227.0,224129.0,225472.0,223324.0,1447207.0,1033751.0,982666.0,248302.0,287079.0,270595.0,275705.0,228919.0,233350.0,231158.0,247460.0,3974239.0,2883597.0,2671006.0,245488.0,340862.0,346273.0,345126.0,247519.0,297325.0,296426.0,299137.0,252112.0,3404461.0,2582607.0,2455848.0,248664.0,520347.0,541097.0,560461.0,246937.0,421775.0,432716.0,399850.0,246936.0,3436124.0,2611643.0,2466135.0,242867.0,995352.0,1023499.0,971109.0,244787.0,654280.0,601125.0,599758.0,252811.0,4888414.0,3784974.0,3539719.0,240170.0,2621137.0,2543884.0,2677157.0,245855.0,252779.0,232750.0,220617.0,221448.0,221294.0,214830.0,217291.0,221623.0,212333.0,216601.0,216482.0,233610.0
22.0,480746.0,445341.0,400670.0,251889.0,229423.0,232372.0,232427.0,256455.0,229847.0,227446.0,228051.0,259196.0,516660.0,421858.0,408077.0,256056.0,241663.0,242737.0,249231.0,225562.0,226573.0,225769.0,1504415.0,1057199.0,1014531.0,248990.0,284659.0,272731.0,273717.0,228748.0,232790.0,233666.0,250490.0,4135096.0,2985951.0,2764266.0,245351.0,344549.0,348556.0,347904.0,246630.0,299527.0,300017.0,301248.0,255146.0,3562358.0,2640183.0,2515668.0,246113.0,529662.0,549536.0,560117.0,244943.0,428616.0,436194.0,409810.0,250614.0,3605231.0,2682908.0,2542713.0,246394.0,1001487.0,1037343.0,978057.0,249486.0,659117.0,619461.0,619855.0,250777.0,5098832.0,3871590.0,3649057.0,243715.0,2692711.0,2641738.0,2791795.0,243205.0,251108.0,231542.0,222824.0,220535.0,221784.0,213241.0,221061.0,219852.0,213701.0,219911.0,219595.0,232938.0
22.5,490196.0,454182.0,404767.0,254830.0,232354.0,234077.0,235192.0,258534.0,229189.0,227195.0,222785.0,257431.0,527262.0,427143.0,416168.0,248085.0,243744.0,247436.0,250340.0,224598.0,223311.0,225839.0,1574055.0,1105387.0,1047855.0,248119.0,287118.0,271532.0,278406.0,233111.0,231137.0,230524.0,249023.0,4323758.0,3139883.0,2864537.0,246575.0,342462.0,348136.0,347344.0,246321.0,300643.0,300982.0,305756.0,256030.0,3704515.0,2754158.0,2602239.0,246763.0,533185.0,551299.0,563700.0,244457.0,433166.0,446249.0,410962.0,251846.0,3749524.0,2761477.0,2610951.0,241408.0,1025227.0,1058998.0,993453.0,250596.0,680764.0,628973.0,630232.0,249039.0,5297188.0,3994961.0,3748905.0,243615.0,2802025.0,2734547.0,2839207.0,248173.0,250395.0,234715.0,223342.0,221626.0,222525.0,214728.0,224257.0,221178.0,217102.0,221196.0,218971.0,235725.0
23.0,507366.0,466183.0,410073.0,251436.0,236344.0,232199.0,233435.0,256791.0,230096.0,228621.0,229354.0,261488.0,548868.0,436067.0,425902.0,249560.0,239012.0,241829.0,247230.0,225004.0,225168.0,225434.0,1647876.0,1128568.0,1073156.0,248489.0,290214.0,274600.0,278568.0,232539.0,229783.0,232808.0,254384.0,4509258.0,3296698.0,2974735.0,240662.0,346350.0,354373.0,347391.0,248024.0,304698.0,304711.0,307466.0,251419.0,3880660.0,2824487.0,2661841.0,249249.0,530480.0,552274.0,564159.0,246460.0,439185.0,458018.0,419374.0,253223.0,3894524.0,2850435.0,2685364.0,244301.0,1042313.0,1065412.0,1006329.0,245759.0,689209.0,639904.0,640435.0,251601.0,5516966.0,4105647.0,3836639.0,247389.0,2931373.0,2835206.0,2912442.0,247561.0,252653.0,236876.0,222974.0,221536.0,225859.0,218012.0,220762.0,220167.0,216179.0,220582.0,219879.0,236490.0
23.5,520679.0,478218.0,420099.0,251917.0,233011.0,233131.0,233859.0,256800.0,232893.0,226777.0,224766.0,257169.0,559822.0,441716.0,434538.0,245675.0,241238.0,242411.0,248285.0,225307.0,224438.0,226426.0,1717002.0,1159650.0,1103318.0,244922.0,288179.0,272153.0,279228.0,231388.0,231593.0,233907.0,249652.0,4686675.0,3500276.0,3053121.0,246362.0,348083.0,352289.0,352673.0,247457.0,305064.0,306342.0,305730.0,253656.0,4051741.0,2907047.0,2764846.0,246084.0,534395.0,559363.0,571657.0,244588.0,451152.0,463607.0,424730.0,250583.0,4069267.0,2921729.0,2776344.0,245041.0,1054309.0,1072251.0,1019224.0,244649.0,709461.0,653333.0,657006.0,251757.0,5729392.0,4204286.0,3950133.0,239472.0,3033245.0,2898494.0,3029071.0,244776.0,249667.0,235862.0,226582.0,221775.0,227932.0,217600.0,223118.0,224296.0,219356.0,221463.0,223754.0,239339.0
24.0,524180.0,481348.0,427551.0,254914.0,230791.0,236919.0,235775.0,255870.0,227259.0,228554.0,227219.0,258465.0,574729.0,455976.0,447291.0,249225.0,244274.0,243712.0,248015.0,226359.0,225740.0,226181.0,1787429.0,1203771.0,1131116.0,245993.0,292807.0,276218.0,281297.0,232788.0,232925.0,232824.0,249754.0,4855588.0,3689532.0,3160344.0,242677.0,346331.0,352905.0,350782.0,246878.0,305964.0,308330.0,308073.0,256610.0,4247873.0,3014641.0,2835431.0,245228.0,539428.0,561194.0,568301.0,249298.0,460394.0,472282.0,432319.0,249532.0,4277868.0,3012978.0,2854743.0,241816.0,1069034.0,1096236.0,1026775.0,246134.0,718186.0,668530.0,675528.0,250707.0,5948583.0,4323997.0,4020498.0,243609.0,3088899.0,2975714.0,3186305.0,249271.0,249902.0,236915.0,222017.0,222518.0,227068.0,222586.0,224889.0,223034.0,219626.0,219755.0,220898.0,238595.0
24.5,540919.0,498648.0,438530.0,255188.0,233615.0,234020.0,234842.0,259772.0,233630.0,228389.0,231569.0,259335.0,593934.0,465149.0,452097.0,249099.0,243634.0,242919.0,249824.0,227545.0,224106.0,225658.0,1858066.0,1231366.0,1167562.0,245592.0,291614.0,275234.0,279734.0,231460.0,232534.0,234477.0,248143.0,5065929.0,3835599.0,3252871.0,244593.0,350428.0,354535.0,352525.0,247490.0,308817.0,309082.0,311334.0,255036.0,4400731.0,3106015.0,2945485.0,247000.0,540056.0,561326.0,575519.0,245605.0,465515.0,477111.0,440760.0,248237.0,4486064.0,3109431.0,2925847.0,242210.0,1078067.0,1101196.0,1043547.0,248752.0,738732.0,676638.0,681829.0,255063.0,6154522.0,4421861.0,4129196.0,245335.0,3174509.0,3043107.0,3235742.0,245217.0,251524.0,240500.0,224956.0,225311.0,226818.0,222920.0,225858.0,227479.0,215668.0,221230.0,222840.0,239533.0
25.0,554903.0,500772.0,446411.0,255142.0,234580.0,236596.0,236899.0,256632.0,230462.0,228973.0,232941.0,259751.0,615347.0,476108.0,469223.0,245166.0,243537.0,246207.0,251794.0,223828.0,229641.0,224035.0,1929234.0,1254492.0,1203588.0,246933.0,292507.0,273584.0,277416.0,233995.0,232698.0,234835.0,252540.0,5253163.0,4030968.0,3360904.0,246776.0,350999.0,354040.0,354509.0,245062.0,313413.0,313247.0,315115.0,253791.0,4584113.0,3233974.0,3032762.0,250297.0,543179.0,561401.0,571486.0,245792.0,469071.0,484678.0,450808.0,250317.0,4723167.0,3196968.0,3015871.0,243371.0,1092839.0,1115811.0,1061071.0,246800.0,761462.0,693206.0,694480.0,253038.0,6379419.0,4525475.0,4214864.0,242297.0,3318858.0,3143430.0,3300310.0,247182.0,250563.0,239773.0,226523.0,226191.0,227366.0,218615.0,227895.0,228157.0,223365.0,226526.0,222935.0,241586.0
25.5,569838.0,517053.0,453396.0,256357.0,235954.0,234586.0,238783.0,256414.0,235339.0,228961.0,232464.0,260357.0,634316.0,478358.0,476898.0,250341.0,244838.0,245218.0,248947.0,224726.0,231357.0,226929.0,1996468.0,1301731.0,1245315.0,248484.0,297591.0,276530.0,279611.0,238370.0,237420.0,234863.0,253959.0,5444742.0,4181233.0,3466437.0,246064.0,352550.0,355620.0,355353.0,250208.0,313900.0,316304.0,317589.0,255537.0,4762875.0,3324347.0,3115711.0,247205.0,551606.0,568548.0,574896.0,243382.0,479400.0,484959.0,451433.0,248071.0,4919213.0,3296041.0,3096732.0,243575.0,1107210.0,1131629.0,1069451.0,248411.0,769375.0,705268.0,710800.0,253903.0,6585813.0,4609775.0,4285624.0,243570.0,3460265.0,3228517.0,3385436.0,246991.0,250576.0,243268.0,226344.0,227738.0,229256.0,220097.0,227529.0,225397.0,220856.0,226524.0,221983.0,237426.0
26.0,579442.0,521128.0,464780.0,252400.0,236187.0,235401.0,238032.0,256770.0,233805.0,232395.0,232722.0,259555.0,646255.0,489751.0,488572.0,247120.0,243193.0,247370.0,249811.0,227837.0,226917.0,227031.0,2072148.0,1334280.0,1275447.0,249268.0,294508.0,275894.0,281032.0,236680.0,238081.0,237348.0,251787.0,5679149.0,4338528.0,3569532.0,245577.0,350163.0,360870.0,358930.0,249838.0,317670.0,317190.0,316305.0,255031.0,4948126.0,3391032.0,3216932.0,248376.0,553176.0,570140.0,579144.0,245527.0,492393.0,487441.0,460255.0,251749.0,5123780.0,3385632.0,3182922.0,242771.0,1128342.0,1150137.0,1082045.0,246284.0,780865.0,717557.0,725916.0,249253.0,6786539.0,4718544.0,4374662.0,240143.0,3575072.0,3287067.0,3495945.0,247350.0,250729.0,245292.0,231674.0,226997.0,230176.0,222512.0,229987.0,227851.0,223828.0,225718.0,227068.0,243136.0
26.5,591888.0,536717.0,471940.0,250376.0,234770.0,233843.0,238978.0,254625.0,235228.0,232591.0,235126.0,260715.0,669844.0,492333.0,501220.0,248737.0,245345.0,247002.0,249347.0,229252.0,227853.0,228335.0,2162678.0,1367117.0,1306874.0,249467.0,292291.0,276556.0,281989.0,235300.0,234173.0,234722.0,254187.0,5837681.0,4451850.0,3656967.0,247589.0,349614.0,360973.0,361617.0,244739.0,315907.0,316620.0,325958.0,254319.0,5150929.0,3485998.0,3292793.0,251183.0,551231.0,573927.0,582718.0,244544.0,533530.0,491919.0,471086.0,252767.0,5313295.0,3493055.0,3281427.0,242778.0,1134668.0,1158072.0,1093020.0,248318.0,797659.0,733921.0,744483.0,253817.0,7049365.0,4803118.0,4470657.0,241365.0,3664074.0,3433268.0,3664269.0,248205.0,249094.0,242949.0,229339.0,227981.0,230002.0,228981.0,231986.0,229018.0,224055.0,228795.0,224645.0,241610.0
27.0,597039.0,544836.0,478782.0,253046.0,233735.0,236498.0,239877.0,257197.0,238091.0,231774.0,231438.0,259282.0,681222.0,502282.0,508996.0,250250.0,242919.0,248951.0,250290.0,227337.0,230291.0,229516.0,2243178.0,1401906.0,1334540.0,246628.0,293563.0,276778.0,283322.0,234679.0,236852.0,238729.0,252325.0,6058721.0,4613783.0,3769044.0,244466.0,352060.0,359084.0,361452.0,247717.0,319256.0,320889.0,323043.0,254779.0,5320569.0,3564069.0,3387728.0,247122.0,553090.0,576354.0,586379.0,245536.0,610006.0,498959.0,475846.0,250675.0,5525693.0,3585362.0,3362049.0,241649.0,1144115.0,1171198.0,1109329.0,248465.0,799026.0,746515.0,753545.0,254009.0,7225793.0,4908524.0,4507890.0,241579.0,3781048.0,3488278.0,3736744.0,247661.0,249425.0,242497.0,232961.0,227860.0,234748.0,225265.0,228781.0,230970.0,223854.0,227676.0,224915.0,245116.0
27.5,616607.0,548594.0,490674.0,253793.0,236564.0,239083.0,238660.0,257623.0,238880.0,233708.0,232759.0,261399.0,710080.0,512217.0,523811.0,248685.0,243248.0,249128.0,252867.0,228305.0,230160.0,230606.0,2340039.0,1429026.0,1379122.0,250258.0,293992.0,277275.0,283022.0,235814.0,238594.0,238005.0,254476.0,6294818.0,4761037.0,3843452.0,243930.0,349956.0,364390.0,359934.0,250569.0,318870.0,316252.0,322730.0,255006.0,5508074.0,3669054.0,3478523.0,248085.0,553785.0,581827.0,584064.0,244972.0,602766.0,501865.0,479320.0,250071.0,5729315.0,3658853.0,3440281.0,244853.0,1164633.0,1178549.0,1117444.0,249845.0,823758.0,764741.0,761579.0,252614.0,7445041.0,4985175.0,4581136.0,245884.0,3935698.0,3533224.0,3798792.0,242928.0,251340.0,245765.0,232376.0,230721.0,232778.0,226616.0,231202.0,228843.0,223224.0,229876.0,228368.0,245602.0
28.0,633843.0,568665.0,497454.0,255774.0,232823.0,237620.0,241964.0,258535.0,235146.0,233955.0,233253.0,261146.0,721043.0,523749.0,529781.0,249486.0,247621.0,245810.0,252201.0,233259.0,231114.0,228532.0,2396148.0,1469131.0,1408640.0,246550.0,294937.0,276982.0,285155.0,234874.0,238318.0,240036.0,251518.0,6481829.0,4934845.0,3952203.0,242175.0,356806.0,351389.0,361254.0,247623.0,319991.0,323250.0,329427.0,251977.0,5714763.0,3749043.0,3564666.0,248110.0,558025.0,580869.0,589541.0,245585.0,578813.0,506596.0,489302.0,249847.0,5916082.0,3772187.0,3519436.0,243506.0,1175238.0,1189106.0,1129662.0,246652.0,836837.0,775031.0,775776.0,256747.0,7643304.0,5081217.0,4656971.0,240856.0,4089301.0,3644275.0,3888838.0,249863.0,251888.0,246262.0,231763.0,233659.0,235411.0,230143.0,233409.0,231979.0,223920.0,231159.0,227883.0,247068.0
28.5,645101.0,580589.0,505175.0,254274.0,236871.0,238806.0,245698.0,257829.0,235773.0,234589.0,234502.0,257462.0,741261.0,530488.0,540809.0,250381.0,241300.0,248093.0,250799.0,233025.0,234195.0,232968.0,2502035.0,1517980.0,1449636.0,247218.0,293391.0,276899.0,282486.0,234171.0,237101.0,242452.0,253805.0,6715223.0,5107701.0,4050001.0,246001.0,356057.0,355664.0,362885.0,248035.0,325397.0,323410.0,336117.0,249786.0,5908968.0,3814055.0,3629368.0,247594.0,563475.0,581701.0,592107.0,247289.0,470598.0,509877.0,493403.0,253169.0,6098186.0,3850067.0,3617268.0,243696.0,1182105.0,1193012.0,1147143.0,247465.0,858387.0,800862.0,790473.0,254293.0,7822102.0,5154783.0,4723054.0,240786.0,4213261.0,3751700.0,4023262.0,247081.0,248985.0,243804.0,231728.0,233195.0,233664.0,227868.0,231581.0,233288.0,227386.0,231896.0,232732.0,241651.0
29.0,661878.0,588870.0,517416.0,256812.0,236949.0,241427.0,246392.0,257168.0,236870.0,234109.0,233162.0,260745.0,764876.0,550874.0,552641.0,250287.0,244607.0,246749.0,250213.0,229938.0,234859.0,231287.0,2590140.0,1560044.0,1484032.0,248154.0,298772.0,281406.0,283933.0,239055.0,236285.0,245176.0,251938.0,6950965.0,5293782.0,4127849.0,242701.0,360210.0,354832.0,364004.0,245915.0,324333.0,327126.0,341673.0,253890.0,6139881.0,3940463.0,3716858.0,247492.0,570590.0,583816.0,592635.0,247801.0,428339.0,522161.0,511711.0,250382.0,6297429.0,3925430.0,3698280.0,242886.0,1188805.0,1203072.0,1154997.0,248956.0,869066.0,813927.0,811415.0,253327.0,8047176.0,5253374.0,4775720.0,241272.0,4369512.0,3841347.0,4206046.0,247269.0,250688.0,248222.0,230123.0,235045.0,235908.0,231497.0,233034.0,234133.0,228426.0,238829.0,232872.0,248369.0
29.5,688909.0,598897.0,529960.0,253930.0,238949.0,242581.0,239075.0,257522.0,236810.0,236698.0,239431.0,263361.0,786348.0,558475.0,571685.0,248408.0,244278.0,248371.0,252237.0,233273.0,235675.0,231445.0,2679932.0,1585130.0,1520682.0,249409.0,295592.0,282225.0,287134.0,236923.0,241958.0,248388.0,252758.0,7199820.0,5461086.0,4243943.0,242568.0,359161.0,358440.0,358396.0,248977.0,324123.0,327439.0,350016.0,256370.0,6426820.0,4001566.0,3789372.0,250996.0,567067.0,585359.0,591790.0,248785.0,408765.0,516496.0,533845.0,251181.0,6805710.0,4003346.0,3776717.0,243878.0,1194905.0,1219887.0,1159113.0,248569.0,878623.0,825662.0,825919.0,254797.0,8287502.0,5325318.0,4847641.0,245046.0,4524176.0,3958795.0,4318027.0,246329.0,250966.0,248231.0,233056.0,234903.0,232375.0,231962.0,234700.0,232819.0,228656.0,238278.0,228888.0,251110.0
30.0,719812.0,609294.0,535736.0,256059.0,239322.0,243220.0,241556.0,260114.0,237791.0,237160.0,236486.0,264421.0,801063.0,584025.0,587659.0,252702.0,244808.0,245715.0,254937.0,234891.0,236080.0,237659.0,2776863.0,1639419.0,1557964.0,251034.0,296171.0,278083.0,286402.0,238384.0,240503.0,249941.0,251218.0,7396795.0,5616796.0,4333455.0,245829.0,363753.0,356477.0,365813.0,245631.0,329018.0,331721.0,361704.0,254697.0,6685353.0,4115922.0,3883479.0,252008.0,571020.0,588505.0,600001.0,246837.0,406538.0,525267.0,563518.0,253396.0,6486287.0,4102377.0,3837441.0,244138.0,1208454.0,1213946.0,1167606.0,251289.0,897098.0,840838.0,842101.0,254268.0,8532106.0,5385254.0,4899342.0,244682.0,4799365.0,4162546.0,4424953.0,249421.0,254036.0,248806.0,237252.0,238180.0,238389.0,229724.0,233033.0,230727.0,230164.0,240705.0,230839.0,249325.0
30.5,760766.0,623159.0,546128.0,255634.0,238291.0,244431.0,244622.0,255702.0,236972.0,236640.0,235539.0,263777.0,820532.0,605625.0,598359.0,249014.0,246370.0,247420.0,251509.0,236292.0,233644.0,233806.0,2859702.0,1671239.0,1594987.0,245575.0,299457.0,280481.0,288623.0,236314.0,241231.0,255511.0,251717.0,7616268.0,5761829.0,4450207.0,242888.0,355848.0,363911.0,364289.0,250558.0,328882.0,334305.0,372561.0,256192.0,7011285.0,4200438.0,3970777.0,248478.0,577359.0,587069.0,603284.0,246061.0,397272.0,543083.0,587883.0,255140.0,6577885.0,4181810.0,3909719.0,243438.0,1220014.0,1222830.0,1176955.0,247403.0,894000.0,844569.0,850016.0,253346.0,8783579.0,5457405.0,4937333.0,243098.0,5048783.0,4312209.0,4539037.0,246144.0,250511.0,250663.0,233929.0,236736.0,237949.0,236084.0,237350.0,235500.0,230857.0,243150.0,232250.0,246363.0
31.0,817690.0,629706.0,564341.0,256214.0,240606.0,243120.0,245102.0,257401.0,237472.0,239517.0,239345.0,259522.0,836316.0,614522.0,616933.0,250753.0,246197.0,250484.0,256573.0,235478.0,234375.0,232334.0,2952529.0,1721794.0,1634165.0,248732.0,300320.0,277284.0,285366.0,244184.0,246068.0,260311.0,251033.0,7863340.0,5884327.0,4537839.0,239862.0,361761.0,359056.0,362825.0,245171.0,327806.0,333868.0,388754.0,251902.0,7442055.0,4281181.0,4036757.0,250684.0,571956.0,592623.0,603452.0,244897.0,401449.0,560626.0,627287.0,247843.0,6670064.0,4268016.0,3976286.0,243611.0,1228057.0,1240589.0,1184107.0,251231.0,913646.0,862331.0,861060.0,253868.0,8947733.0,5509499.0,4995055.0,242005.0,5206356.0,4504312.0,4749931.0,245727.0,251398.0,253030.0,237234.0,241692.0,239332.0,233751.0,234219.0,236529.0,231784.0,244077.0,231724.0,250994.0
31.5,889144.0,641159.0,575211.0,253636.0,243055.0,243500.0,246679.0,258432.0,236278.0,236067.0,236103.0,260810.0,858339.0,630207.0,626377.0,248188.0,243961.0,252475.0,258180.0,238102.0,234463.0,237045.0,3059890.0,1768363.0,1684962.0,246763.0,302316.0,281079.0,287044.0,240122.0,247048.0,266888.0,249658.0,8048487.0,5958367.0,4605342.0,244023.0,364671.0,361370.0,367624.0,248709.0,330087.0,343713.0,402641.0,249546.0,7843535.0,4371431.0,4097748.0,252111.0,581881.0,598023.0,604508.0,247624.0,407869.0,576524.0,644328.0,251429.0,6797441.0,4350139.0,4049992.0,247558.0,1223073.0,1240900.0,1184923.0,249074.0,917753.0,871519.0,872255.0,255056.0,9237673.0,5591473.0,5038237.0,244159.0,5379841.0,4659740.0,4973772.0,248284.0,251758.0,254189.0,242133.0,237785.0,237499.0,233833.0,238062.0,234619.0,235386.0,245349.0,234876.0,244326.0
32.0,959273.0,652651.0,592099.0,255250.0,243500.0,245436.0,238779.0,255411.0,240042.0,239416.0,237235.0,264122.0,873170.0,647236.0,632844.0,251870.0,246160.0,246911.0,255322.0,233659.0,233146.0,234122.0,3135750.0,1837274.0,1743415.0,246587.0,296718.0,281233.0,289607.0,237038.0,249870.0,263062.0,253384.0,8280714.0,6068017.0,4720547.0,243916.0,363247.0,364442.0,363668.0,251660.0,333154.0,352269.0,407812.0,256211.0,8289830.0,4457322.0,4197526.0,250743.0,580758.0,596733.0,604464.0,248687.0,409402.0,608337.0,669715.0,254535.0,6934474.0,4425145.0,4125148.0,240838.0,1231757.0,1245212.0,1196597.0,247288.0,928650.0,879924.0,885091.0,254703.0,9473352.0,5644011.0,5070393.0,244774.0,5563849.0,4934265.0,5140429.0,246741.0,253169.0,254546.0,235632.0,239224.0,239140.0,234752.0,239195.0,240685.0,232539.0,248221.0,237354.0,250228.0
32.5,1039585.0,665479.0,608595.0,256592.0,242979.0,245916.0,240195.0,259710.0,240099.0,234276.0,238072.0,260721.0,890213.0,661137.0,654521.0,250799.0,244666.0,250333.0,259664.0,235458.0,236397.0,236097.0,3225930.0,1876573.0,1792647.0,246823.0,301114.0,281187.0,285964.0,239202.0,252117.0,263854.0,254161.0,8513567.0,6175652.0,4808427.0,246791.0,362174.0,360658.0,368216.0,246852.0,336782.0,358822.0,419770.0,253604.0,8752381.0,4589138.0,4274707.0,249439.0,588119.0,600496.0,607754.0,246057.0,416695.0,641908.0,697286.0,252978.0,7079503.0,4488638.0,4186852.0,243360.0,1244231.0,1241664.0,1204887.0,250060.0,937830.0,890730.0,902886.0,255258.0,9753821.0,5718493.0,5122239.0,241569.0,5736483.0,5147059.0,5328767.0,247061.0,253800.0,252633.0,242439.0,238873.0,239209.0,236029.0,239993.0,236421.0,237004.0,251155.0,239621.0,249470.0
33.0,1111987.0,683521.0,660428.0,251128.0,242920.0,243903.0,241519.0,258413.0,238247.0,232612.0,237561.0,261646.0,914430.0,667923.0,664418.0,251307.0,248460.0,253627.0,257675.0,236410.0,236128.0,236065.0,3314045.0,1926030.0,1835480.0,247994.0,302769.0,282274.0,289076.0,239270.0,250933.0,262456.0,253830.0,8671458.0,6293897.0,4916762.0,245330.0,365594.0,364252.0,366219.0,248117.0,338027.0,375703.0,419383.0,254452.0,9318021.0,4682999.0,4356973.0,251726.0,585675.0,600144.0,606848.0,245879.0,421632.0,658846.0,705514.0,253068.0,7249013.0,4583465.0,4270668.0,244302.0,1240353.0,1244660.0,1205399.0,248165.0,947466.0,895455.0,924496.0,255699.0,10014171.0,5762743.0,5203274.0,242440.0,5913743.0,5408554.0,5437361.0,247027.0,251881.0,253948.0,240786.0,239914.0,240498.0,235631.0,240759.0,239485.0,237100.0,250293.0,238106.0,252358.0
33.5,1165712.0,709383.0,657492.0,257786.0,243157.0,245424.0,240908.0,258188.0,235509.0,238004.0,235111.0,263504.0,927598.0,685754.0,677382.0,248055.0,251089.0,250578.0,258281.0,237415.0,235498.0,236779.0,3431457.0,1988924.0,1890002.0,248123.0,300198.0,285764.0,286917.0,243861.0,251713.0,260028.0,255454.0,8924066.0,6372546.0,4997267.0,243366.0,363584.0,368896.0,369090.0,249828.0,337316.0,387836.0,423435.0,257038.0,9234201.0,4749421.0,4419250.0,250491.0,582302.0,607042.0,606531.0,244689.0,436519.0,679076.0,714438.0,249527.0,7454615.0,4672670.0,4343925.0,243879.0,1247900.0,1245726.0,1214617.0,245148.0,955787.0,898241.0,961956.0,254549.0,10185124.0,5840157.0,5253182.0,243962.0,6077537.0,5610332.0,5620519.0,249840.0,251183.0,257740.0,242236.0,243347.0,242414.0,237316.0,241027.0,239691.0,241070.0,248186.0,242292.0,249758.0
