,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,E1
61.5,1740751.0,1579252.0,1456085.0,1494156.0,1528090.0,1659530.0,2485002.0,2437074.0,2300923.0,2497540.0,2669340.0,3407598.0,2618304.0,2201701.0,2005316.0,1889063.0,1852598.0,1819309.0,1983480.0,2055263.0,1908394.0,2132832.0,2446374.0,3058304.0,2512838.0,1896904.0,1979882.0,1937275.0,1867731.0,1712341.0,1539993.0,1667439.0,1534479.0,1569048.0,1979320.0,2035386.0,303281.0,304531.0
62.0,1710584.0,1581724.0,1463470.0,1498630.0,1527781.0,1671258.0,2490087.0,2439725.0,2295966.0,2504397.0,2681184.0,3435245.0,2612343.0,2221766.0,2018884.0,1900640.0,1851738.0,1822242.0,1991900.0,2064857.0,1917152.0,2129816.0,2444744.0,3109572.0,2535786.0,1919486.0,1973436.0,1937848.0,1866600.0,1725106.0,1545309.0,1675598.0,1530628.0,1577595.0,1991323.0,2049290.0,303272.0,300548.0
62.5,1746628.0,1612289.0,1494056.0,1523269.0,1558625.0,1699035.0,2511838.0,2486181.0,2324198.0,2538934.0,2733908.0,3477030.0,2659383.0,2259163.0,2053979.0,1937741.0,1875399.0,1855264.0,2019758.0,2100341.0,1953423.0,2193187.0,2485827.0,3147834.0,2576964.0,1946315.0,2028218.0,1970928.0,1894075.0,1745400.0,1565925.0,1701545.0,1561865.0,1604216.0,2030070.0,2075611.0,306698.0,303388.0
63.0,1737747.0,1609296.0,1483463.0,1522297.0,1551961.0,1703930.0,2510684.0,2482626.0,2313042.0,2538729.0,2732055.0,3485487.0,2667743.0,2241735.0,2039366.0,1925903.0,1875406.0,1839677.0,2019737.0,2091775.0,1941619.0,2181921.0,2487529.0,3117512.0,2593356.0,1937499.0,2013558.0,1973676.0,1885159.0,1746521.0,1559672.0,1675524.0,1558964.0,1600560.0,2027069.0,2075364.0,309849.0,301201.0
63.5,1759507.0,1606015.0,1489074.0,1525745.0,1563927.0,1709948.0,2515374.0,2507228.0,2336427.0,2556994.0,2748198.0,3505996.0,2707616.0,2260788.0,2071563.0,1934187.0,1886378.0,1856058.0,2026645.0,2093698.0,1955316.0,2195179.0,2500340.0,3115369.0,2616619.0,1948654.0,2028718.0,1983741.0,1896034.0,1762894.0,1581700.0,1695603.0,1577435.0,1607505.0,2029591.0,2108522.0,309473.0,307422.0
64.0,1766371.0,1616104.0,1493361.0,1529848.0,1564977.0,1707575.0,2532085.0,2489907.0,2339434.0,2554839.0,2742167.0,3528594.0,2709418.0,2266075.0,2058589.0,1938831.0,1890031.0,1827834.0,2029799.0,2108844.0,1958549.0,2192922.0,2496230.0,3159714.0,2602247.0,1942539.0,2014222.0,1980993.0,1901351.0,1763302.0,1584479.0,1703083.0,1572548.0,1610940.0,2030511.0,2105572.0,307876.0,305765.0
64.5,1776056.0,1623030.0,1500146.0,1531889.0,1578708.0,1729114.0,2547914.0,2504275.0,2373152.0,2570820.0,2769887.0,3543153.0,2717971.0,2281743.0,2074246.0,1941364.0,1909648.0,1868966.0,2020255.0,2104378.0,1972058.0,2221242.0,2514153.0,3186939.0,2632982.0,1951965.0,2045888.0,1996701.0,1912521.0,1772772.0,1585630.0,1713201.0,1583876.0,1625709.0,2040339.0,2122250.0,309460.0,308172.0
65.0,1743163.0,1605717.0,1484148.0,1511163.0,1567303.0,1711331.0,2515644.0,2492546.0,2327731.0,2549431.0,2738760.0,3529889.0,2703008.0,2251479.0,2059225.0,1928090.0,1890690.0,1849353.0,2020457.0,2095779.0,1951056.0,2184684.0,2496515.0,3143882.0,2607675.0,1940837.0,2021959.0,1964770.0,1891997.0,1758555.0,1583680.0,1704763.0,1567365.0,1603777.0,2025968.0,2081942.0,304816.0,306494.0
65.5,1755925.0,1621140.0,1494009.0,1530072.0,1562668.0,1711504.0,2519217.0,2510275.0,2336733.0,2558489.0,2745749.0,3529445.0,2727912.0,2252276.0,2055066.0,1947575.0,1891138.0,1840674.0,2023889.0,2096373.0,1949607.0,2188038.0,2501160.0,3164704.0,2629505.0,1943392.0,2030784.0,1983808.0,1904133.0,1759529.0,1575131.0,1696791.0,1568704.0,1621867.0,2036383.0,2067898.0,306085.0,305949.0
66.0,1757304.0,1600869.0,1472047.0,1508671.0,1550106.0,1689092.0,2505394.0,2456728.0,2296972.0,2521480.0,2725782.0,3486018.0,2685277.0,2225372.0,2039501.0,1913481.0,1866508.0,1827831.0,1997772.0,2070879.0,1940708.0,2156802.0,2466659.0,3071178.0,2592946.0,1920912.0,2001398.0,1954944.0,1885912.0,1740142.0,1567361.0,1685079.0,1559479.0,1603233.0,2017150.0,2058849.0,305456.0,303935.0
66.5,1768399.0,1613849.0,1489137.0,1513037.0,1557169.0,1714581.0,2531455.0,2486797.0,2343549.0,2537323.0,2752008.0,3537307.0,2726993.0,2250691.0,2054029.0,1937537.0,1887092.0,1842343.0,2019966.0,2091684.0,1950790.0,2168314.0,2492691.0,3062701.0,2643209.0,1932281.0,2033699.0,1972042.0,1892823.0,1745604.0,1578807.0,1711514.0,1571228.0,1612978.0,2036603.0,2087444.0,309082.0,307804.0
67.0,1727981.0,1612757.0,1485642.0,1525122.0,1565109.0,1718172.0,2529915.0,2485000.0,2325379.0,2553376.0,2742737.0,3537578.0,2727003.0,2254540.0,2051898.0,1925220.0,1886365.0,1838127.0,2007949.0,2104052.0,1948961.0,2180673.0,2503324.0,3186312.0,2640564.0,1944933.0,2019787.0,1979135.0,1909017.0,1749661.0,1588282.0,1705488.0,1573447.0,1610686.0,2044883.0,2127692.0,305270.0,301988.0
67.5,1753797.0,1649142.0,1502891.0,1541910.0,1593516.0,1737613.0,2556670.0,2523563.0,2372952.0,2595608.0,2785828.0,3621742.0,2778751.0,2298561.0,2077110.0,1957221.0,1913138.0,1886372.0,2055024.0,2134059.0,1985477.0,2221279.0,2539036.0,3267118.0,2694304.0,1969949.0,2060150.0,2007946.0,1933833.0,1792727.0,1602697.0,1742096.0,1596143.0,1634207.0,2075022.0,2144388.0,308050.0,310014.0
68.0,1748499.0,1646973.0,1505666.0,1549304.0,1589241.0,1738411.0,2573803.0,2532882.0,2367841.0,2595019.0,2798429.0,3617011.0,2778289.0,2296562.0,2090258.0,1965229.0,1911024.0,1874408.0,2041596.0,2111431.0,1990250.0,2215962.0,2537717.0,3263518.0,2707864.0,1978825.0,2062903.0,2011269.0,1926703.0,1790048.0,1613760.0,1746328.0,1605389.0,1646755.0,2079081.0,2110815.0,305278.0,304181.0
68.5,1790318.0,1639617.0,1518270.0,1549099.0,1599154.0,1744190.0,2570825.0,2544351.0,2367016.0,2583075.0,2803410.0,3645435.0,2810101.0,2291213.0,2081836.0,1967534.0,1915578.0,1874411.0,2041013.0,2139745.0,1987102.0,2220403.0,2539290.0,3272538.0,2729749.0,1974660.0,2071151.0,2031258.0,1934841.0,1794993.0,1607704.0,1749075.0,1607744.0,1649900.0,2083945.0,2173835.0,312289.0,307519.0
69.0,1810817.0,1672403.0,1530413.0,1560749.0,1597171.0,1745618.0,2587499.0,2562717.0,2393881.0,2617129.0,2815292.0,3650251.0,2826306.0,2307951.0,2101994.0,1971894.0,1928092.0,1881887.0,2050542.0,2142989.0,2001846.0,2232451.0,2546072.0,3297622.0,2751284.0,1983906.0,2086534.0,2030552.0,1950130.0,1790285.0,1613625.0,1768048.0,1617854.0,1654291.0,2100068.0,2143800.0,314081.0,311466.0
69.5,1789062.0,1670559.0,1542034.0,1567720.0,1614102.0,1771083.0,2607720.0,2581038.0,2415614.0,2639775.0,2836012.0,3696567.0,2844824.0,2322645.0,2105347.0,1982254.0,1945176.0,1878573.0,2062114.0,2156616.0,2016846.0,2242041.0,2574325.0,3317610.0,2774013.0,2005767.0,2104358.0,2037555.0,1952918.0,1820258.0,1623521.0,1803710.0,1630051.0,1670858.0,2119978.0,2202937.0,318858.0,310878.0
70.0,1773474.0,1657028.0,1509666.0,1546999.0,1603697.0,1744794.0,2579301.0,2557209.0,2375301.0,2601913.0,2817949.0,3672079.0,2804945.0,2293272.0,2086294.0,1966293.0,1915128.0,1876390.0,2054070.0,2131608.0,2005105.0,2225188.0,2551334.0,3296726.0,2737976.0,1981822.0,2076897.0,2020552.0,1932014.0,1798187.0,1616120.0,1764966.0,1605587.0,1651009.0,2101744.0,2180138.0,309784.0,307166.0
70.5,1768245.0,1664050.0,1516798.0,1556376.0,1601453.0,1746790.0,2579739.0,2549699.0,2377077.0,2609270.0,2831546.0,3681887.0,2830980.0,2300575.0,2084630.0,1973320.0,1917924.0,1866928.0,2046881.0,2139516.0,1995794.0,2232199.0,2557805.0,3266752.0,2750598.0,1978170.0,2083520.0,2018682.0,1945868.0,1804394.0,1607338.0,1740999.0,1617400.0,1671561.0,2119797.0,2194237.0,310089.0,312425.0
71.0,1759709.0,1636822.0,1511080.0,1540950.0,1579774.0,1738787.0,2538380.0,2520387.0,2347297.0,2579367.0,2791020.0,3630970.0,2812366.0,2279252.0,2067678.0,1953602.0,1903084.0,1851412.0,2024767.0,2120375.0,1969184.0,2206435.0,2537271.0,3276942.0,2739429.0,1966461.0,2057915.0,2012168.0,1917860.0,1780402.0,1599176.0,1735487.0,1608159.0,1639333.0,2098990.0,2147385.0,307262.0,307483.0
71.5,1742827.0,1668976.0,1522131.0,1552004.0,1602080.0,1748534.0,2575601.0,2537903.0,2380072.0,2610325.0,2820774.0,3684332.0,2824035.0,2306735.0,2083981.0,1985531.0,1912329.0,1876230.0,2042025.0,2127910.0,1997200.0,2220191.0,2558658.0,3312160.0,2776381.0,1985536.0,2069384.0,2026373.0,1936725.0,1806522.0,1613116.0,1761404.0,1626769.0,1646838.0,2109014.0,2157967.0,310440.0,305618.0
72.0,1776420.0,1671078.0,1529531.0,1555233.0,1608009.0,1754417.0,2578257.0,2547436.0,2393389.0,2616762.0,2834512.0,3703817.0,2836038.0,2303152.0,2093745.0,1982628.0,1908249.0,1883681.0,2054697.0,2141156.0,2002946.0,2237197.0,2554811.0,3292120.0,2787221.0,1988951.0,2083597.0,2019876.0,1939812.0,1798688.0,1612565.0,1770840.0,1624904.0,1660681.0,2121422.0,2151757.0,310700.0,306997.0
72.5,1762547.0,1702975.0,1546190.0,1593467.0,1634493.0,1793990.0,2610387.0,2610469.0,2419146.0,2665193.0,2876295.0,3752878.0,2900138.0,2331041.0,2124046.0,2001981.0,1942200.0,1904209.0,2087405.0,2170310.0,2025143.0,2257878.0,2597481.0,3391290.0,2820088.0,2015124.0,2115523.0,2055574.0,1971371.0,1824287.0,1631128.0,1802717.0,1649238.0,1680004.0,2139299.0,2219802.0,316304.0,315067.0
73.0,1754360.0,1680582.0,1548279.0,1579814.0,1629535.0,1782733.0,2624893.0,2596996.0,2428917.0,2639517.0,2869766.0,3756390.0,2903135.0,2335354.0,2117525.0,1999212.0,1925523.0,1965242.0,2067529.0,2159600.0,2019401.0,2261219.0,2589043.0,3344107.0,2847360.0,2015850.0,2106744.0,2069815.0,1972642.0,1821476.0,1632975.0,1815360.0,1654361.0,1685545.0,2144438.0,2211288.0,313235.0,309804.0
73.5,1757598.0,1705918.0,1555357.0,1586626.0,1645251.0,1798052.0,2656446.0,2620084.0,2447065.0,2662367.0,2887966.0,3781857.0,2937923.0,2348449.0,2129006.0,2025269.0,1949010.0,1923515.0,2089598.0,2162495.0,2031855.0,2271619.0,2620830.0,3355531.0,2877735.0,2027801.0,2125114.0,2072826.0,1985533.0,1843003.0,1657705.0,1826796.0,1655922.0,1701189.0,2149929.0,2235561.0,318431.0,312965.0
74.0,1692503.0,1698897.0,1554613.0,1583526.0,1630682.0,1790772.0,2616978.0,2607972.0,2438303.0,2676270.0,2878775.0,3793681.0,2921256.0,2333127.0,2124954.0,1997526.0,1938546.0,1915703.0,2076088.0,2161402.0,2026643.0,2265393.0,2612500.0,3387445.0,2868447.0,2016310.0,2120987.0,2067506.0,1971155.0,1826941.0,1645670.0,1811718.0,1650356.0,1687434.0,2151339.0,2228217.0,311979.0,318114.0
74.5,1769609.0,1712773.0,1562365.0,1596264.0,1655916.0,1812594.0,2657662.0,2638056.0,2461059.0,2693635.0,2905014.0,3832340.0,2942402.0,2350702.0,2136878.0,2016994.0,1947544.0,1917087.0,2106556.0,2183219.0,2048094.0,2286930.0,2632648.0,3412650.0,2899790.0,2031845.0,2135204.0,2092899.0,1993175.0,1842717.0,1663376.0,1837548.0,1664624.0,1721118.0,2168580.0,2241432.0,316968.0,315161.0
75.0,1722681.0,1686085.0,1546572.0,1576902.0,1632045.0,1784444.0,2657662.0,2608679.0,2430816.0,2648886.0,2874882.0,3776266.0,2908020.0,2330251.0,2114018.0,1998402.0,1937448.0,1885433.0,2075866.0,2152313.0,2030488.0,2260908.0,2597292.0,3359659.0,2889520.0,2014489.0,2102189.0,2064705.0,1973937.0,1818164.0,1639582.0,1819851.0,1650539.0,1690119.0,2163574.0,2244170.0,313923.0,311356.0
75.5,1721913.0,1699762.0,1551555.0,1570272.0,1635024.0,1789912.0,2664209.0,2593343.0,2408848.0,2657869.0,2874406.0,3795838.0,2918641.0,2328600.0,2103417.0,1990815.0,1936024.0,1902238.0,2060135.0,2153885.0,2032156.0,2272007.0,2606298.0,3364202.0,2899471.0,2013224.0,2116039.0,2069103.0,1977715.0,1812047.0,1632687.0,1817492.0,1668672.0,1692950.0,2156332.0,2214356.0,310299.0,313734.0
76.0,1685617.0,1679499.0,1529929.0,1559164.0,1607890.0,1761963.0,2637051.0,2543565.0,2402806.0,2623868.0,2824916.0,3748988.0,2891764.0,2294257.0,2087383.0,1967641.0,1917691.0,1874774.0,2048940.0,2134232.0,2003747.0,2244656.0,2551456.0,3292574.0,2864804.0,2003859.0,2091129.0,2032499.0,1950534.0,1800234.0,1621876.0,1817657.0,1633308.0,1661457.0,2127395.0,2171950.0,312115.0,310706.0
76.5,1667534.0,1687880.0,1551944.0,1575819.0,1614920.0,1785675.0,2659226.0,2572350.0,2417433.0,2636329.0,2857979.0,3795719.0,2894952.0,2313380.0,2097727.0,1985467.0,1925113.0,1890503.0,2063210.0,2137525.0,2008295.0,2246842.0,2582217.0,3244237.0,2879284.0,2001907.0,2101879.0,2059740.0,1967579.0,1812224.0,1630228.0,1841257.0,1640679.0,1683763.0,2154637.0,2196485.0,310765.0,311057.0
77.0,1664318.0,1678197.0,1548981.0,1562815.0,1609970.0,1777418.0,2646968.0,2566809.0,2420012.0,2636313.0,2858281.0,3795441.0,2903467.0,2306133.0,2106529.0,1970949.0,1929745.0,1888421.0,2064069.0,2148660.0,2004120.0,2250532.0,2580381.0,3404055.0,2896651.0,2001411.0,2107572.0,2058861.0,1967160.0,1786023.0,1639819.0,1819886.0,1638725.0,1678697.0,2167507.0,2237022.0,310999.0,307664.0
77.5,1716566.0,1695743.0,1572911.0,1593426.0,1646079.0,1800474.0,2701181.0,2609494.0,2454711.0,2670405.0,2905013.0,3858812.0,2972518.0,2344637.0,2128008.0,2006842.0,1968292.0,1920220.0,2095930.0,2164616.0,2039279.0,2298950.0,2614589.0,3360745.0,2963034.0,2033138.0,2145299.0,2094243.0,1998427.0,1830629.0,1666651.0,1794823.0,1676282.0,1713964.0,2207570.0,2247273.0,320905.0,313023.0
78.0,1663122.0,1699927.0,1568986.0,1591720.0,1648594.0,1799559.0,2682663.0,2605295.0,2468553.0,2671021.0,2914565.0,3841566.0,2960570.0,2345795.0,2119640.0,1992255.0,1942975.0,1921359.0,2083087.0,2176050.0,2041920.0,2293760.0,2615403.0,3310118.0,2949622.0,2032521.0,2137621.0,2087443.0,1993897.0,1834018.0,1657256.0,1818530.0,1675049.0,1710140.0,2205205.0,2251240.0,317479.0,315057.0
78.5,1670013.0,1705636.0,1573308.0,1604508.0,1651147.0,1824785.0,2724132.0,2642004.0,2490837.0,2696485.0,2943575.0,3883721.0,2966900.0,2366313.0,2153817.0,2015238.0,1975196.0,1933678.0,2104904.0,2204815.0,2048511.0,2304951.0,2633161.0,3259427.0,2979918.0,2037690.0,2140478.0,2102275.0,2006318.0,1844120.0,1672950.0,1823600.0,1679764.0,1727934.0,2214350.0,2267602.0,314980.0,311217.0
79.0,1672129.0,1729483.0,1579123.0,1598539.0,1657345.0,1812876.0,2727619.0,2643978.0,2488117.0,2691031.0,2925998.0,3881980.0,2985812.0,2359467.0,2152907.0,2009876.0,1968883.0,1932588.0,2107662.0,2190617.0,2036899.0,2311431.0,2653001.0,3390407.0,2980293.0,2055356.0,2156975.0,2105175.0,2004537.0,1835335.0,1673410.0,1840326.0,1689906.0,1728151.0,2218696.0,2284920.0,317082.0,312907.0
79.5,1677448.0,1736905.0,1588637.0,1614922.0,1672717.0,1829066.0,2748386.0,2652117.0,2492440.0,2707512.0,2944891.0,3923792.0,3006404.0,2383043.0,2165352.0,2038174.0,1983554.0,1941208.0,2114900.0,2206814.0,2053552.0,2310029.0,2646890.0,3375198.0,3012431.0,2055857.0,2162628.0,2111513.0,2025957.0,1854001.0,1679279.0,1848104.0,1689772.0,1719922.0,2234330.0,2287599.0,317206.0,314242.0
80.0,1660644.0,1713675.0,1564012.0,1599666.0,1645984.0,1814962.0,2716343.0,2627221.0,2488815.0,2696495.0,2925569.0,3888294.0,2979139.0,2352346.0,2136756.0,2014072.0,1968888.0,1943381.0,2093660.0,2180831.0,2036086.0,2291615.0,2624016.0,3354622.0,2993763.0,2045477.0,2156434.0,2096262.0,1996904.0,1835047.0,1664393.0,1831833.0,1674735.0,1714076.0,2214097.0,2284203.0,316894.0,309558.0
80.5,1620331.0,1705424.0,1570268.0,1599400.0,1644649.0,1827232.0,2709374.0,2619072.0,2469696.0,2684554.0,2923755.0,3889239.0,2969152.0,2341715.0,2136358.0,2015608.0,1967067.0,1933075.0,2095647.0,2178809.0,2032835.0,2299540.0,2612221.0,3385094.0,3006388.0,2042547.0,2153287.0,2107376.0,1999688.0,1834147.0,1665433.0,1857696.0,1669919.0,1723976.0,2208237.0,2284903.0,313039.0,310480.0
81.0,1589413.0,1696011.0,1547769.0,1584928.0,1623669.0,1805528.0,2676110.0,2605755.0,2449334.0,2669162.0,2906746.0,3882704.0,2948972.0,2333533.0,2112803.0,1995123.0,1936614.0,1903667.0,2084733.0,2159305.0,2015817.0,2284333.0,2600127.0,3107288.0,2976109.0,2029028.0,2141326.0,2072724.0,1984946.0,1816436.0,1641454.0,1816225.0,1662346.0,1712095.0,2194594.0,2285526.0,309930.0,309932.0
81.5,1569137.0,1710568.0,1562904.0,1596061.0,1638429.0,1804829.0,2705515.0,2605332.0,2449042.0,2682689.0,2911935.0,3907945.0,2961520.0,2337102.0,2130240.0,1994218.0,1946866.0,1917811.0,2084889.0,2150148.0,2011091.0,2273549.0,2611654.0,3308529.0,2995838.0,2032129.0,2129070.0,2093220.0,1989834.0,1802888.0,1648501.0,1817175.0,1657506.0,1716071.0,2195029.0,2276581.0,313293.0,306672.0
82.0,1568244.0,1704564.0,1561382.0,1584957.0,1631806.0,1796903.0,2688444.0,2602133.0,2468486.0,2659794.0,2891494.0,3890122.0,2952178.0,2328071.0,2117622.0,2009140.0,1956262.0,1914924.0,2063753.0,2151521.0,2010379.0,2275231.0,2603519.0,3415164.0,3003214.0,2027373.0,2130002.0,2083555.0,1985824.0,1808640.0,1643005.0,1834926.0,1664355.0,1718872.0,2204327.0,2270371.0,312058.0,312939.0
82.5,1598939.0,1734694.0,1572243.0,1602684.0,1655076.0,1833150.0,2730283.0,2625849.0,2497240.0,2712014.0,2946901.0,3940854.0,2984921.0,2370517.0,2133761.0,2021247.0,1978983.0,1939803.0,2108465.0,2159757.0,2040285.0,2313571.0,2632497.0,3227915.0,3037224.0,2051297.0,2155162.0,2098114.0,2016751.0,1834388.0,1667714.0,1882503.0,1683242.0,1737977.0,2224408.0,2325207.0,313373.0,312752.0
83.0,1575189.0,1719352.0,1570232.0,1605217.0,1646766.0,1821697.0,2711951.0,2596007.0,2464835.0,2678697.0,2929063.0,3933714.0,2979741.0,2361746.0,2144260.0,2004215.0,1963750.0,1936600.0,2088362.0,2134461.0,2025943.0,2301407.0,2625041.0,3342566.0,3032342.0,2038082.0,2150605.0,2090813.0,1997950.0,1805113.0,1657215.0,1889623.0,1666282.0,1722009.0,2208979.0,2315279.0,311574.0,311884.0
83.5,1555895.0,1740825.0,1580419.0,1613890.0,1670060.0,1834364.0,2719401.0,2657174.0,2484200.0,2717117.0,2956303.0,3974878.0,2997197.0,2379986.0,2159574.0,2047457.0,1982671.0,1931522.0,2107210.0,2143947.0,2044142.0,2316015.0,2657402.0,3470578.0,3055618.0,2070411.0,2165373.0,2101556.0,2017774.0,1780398.0,1675650.0,1884108.0,1691288.0,1737692.0,2236533.0,2324159.0,316638.0,309849.0
84.0,1545924.0,1722323.0,1577720.0,1609547.0,1651042.0,1823868.0,2707710.0,2628013.0,2477362.0,2702982.0,2945203.0,3970256.0,3025403.0,2368818.0,2151093.0,2025641.0,1980238.0,1937201.0,2102839.0,2130320.0,2042395.0,2301301.0,2626974.0,3508458.0,3056183.0,2049194.0,2150056.0,2106724.0,2005997.0,1794209.0,1661542.0,1900357.0,1683998.0,1723423.0,2228562.0,2325579.0,311206.0,309950.0
84.5,1526570.0,1746212.0,1586337.0,1625362.0,1670009.0,1851145.0,2758638.0,2644755.0,2514982.0,2723343.0,2960177.0,3992066.0,3020942.0,2384936.0,2154099.0,2036231.0,1988326.0,1954345.0,2104745.0,2158532.0,2036312.0,2320678.0,2656730.0,3507944.0,3076034.0,2047592.0,2154315.0,2124884.0,2027926.0,1798631.0,1670957.0,1911675.0,1705323.0,1741693.0,2255532.0,2333272.0,316531.0,313358.0
85.0,1475995.0,1725994.0,1573565.0,1605811.0,1645327.0,1807585.0,2703546.0,2617498.0,2477799.0,2705290.0,2940422.0,3963583.0,2970558.0,2357647.0,2138161.0,2010463.0,1958119.0,1937030.0,2087834.0,2118735.0,2023330.0,2293745.0,2621717.0,3537693.0,3057027.0,2040190.0,2148092.0,2091949.0,2001575.0,1776810.0,1653295.0,1897291.0,1671165.0,1722887.0,2222291.0,2320070.0,308646.0,307636.0
85.5,1458280.0,1734167.0,1573460.0,1607448.0,1652733.0,1822549.0,2702244.0,2611775.0,2498003.0,2706453.0,2948242.0,3988505.0,2989594.0,2366644.0,2138001.0,2023451.0,1969200.0,1936931.0,2104872.0,2125669.0,2017597.0,2297172.0,2642914.0,3264414.0,3068981.0,2041512.0,2157984.0,2094273.0,2001464.0,1786687.0,1661409.0,1897811.0,1664367.0,1731843.0,2227467.0,2325023.0,310457.0,313477.0
86.0,1454174.0,1713875.0,1538757.0,1599149.0,1630554.0,1809467.0,2680745.0,2610355.0,2449052.0,2671135.0,2919059.0,3964317.0,2970757.0,2340141.0,2126684.0,2006248.0,1957149.0,1924662.0,2082363.0,2107838.0,2010771.0,2288146.0,2616416.0,3309279.0,3046674.0,2023872.0,2136845.0,2086274.0,1984960.0,1756717.0,1636183.0,1908728.0,1667869.0,1722650.0,2201122.0,2296340.0,313789.0,309390.0
86.5,1433058.0,1742050.0,1567833.0,1598912.0,1652701.0,1825434.0,2681000.0,2623548.0,2456514.0,2692305.0,2954202.0,3987358.0,3008368.0,2339904.0,2128624.0,2014779.0,1969292.0,1927016.0,2088738.0,2118135.0,2020524.0,2294841.0,2624023.0,3370477.0,3076482.0,2030317.0,2149044.0,2107735.0,1991827.0,1754889.0,1646638.0,1892918.0,1680492.0,1731629.0,2223582.0,2324270.0,311419.0,307605.0
87.0,1393687.0,1732960.0,1563814.0,1586287.0,1625865.0,1810701.0,2672074.0,2601365.0,2457107.0,2689934.0,2938691.0,3995906.0,2971632.0,2338166.0,2115697.0,2001948.0,1960848.0,1927521.0,2078165.0,2107311.0,2011037.0,2294683.0,2594952.0,3496161.0,3051982.0,2019597.0,2119744.0,2083065.0,1983502.0,1752180.0,1643878.0,1887952.0,1659091.0,1710925.0,2208370.0,2303791.0,307134.0,304998.0
87.5,1387994.0,1754374.0,1574778.0,1612297.0,1657636.0,1838966.0,2727758.0,2647729.0,2460691.0,2737684.0,2979480.0,4044770.0,3026258.0,2393446.0,2166615.0,2042157.0,1986977.0,1956194.0,2111503.0,2141859.0,2027520.0,2321557.0,2637265.0,3538604.0,3129783.0,2049312.0,2156696.0,2123157.0,2010662.0,1776384.0,1672212.0,1910043.0,1682647.0,1747768.0,2251532.0,2351847.0,312707.0,308366.0
88.0,1344255.0,1765164.0,1582828.0,1624703.0,1660244.0,1835510.0,2717355.0,2651321.0,2473540.0,2705746.0,2970861.0,4049097.0,3050190.0,2371848.0,2140077.0,2026694.0,1982601.0,1951185.0,2095780.0,2131303.0,2038476.0,2308980.0,2650987.0,3471608.0,3146170.0,2039333.0,2174587.0,2115887.0,2011573.0,1749291.0,1660945.0,1905986.0,1680688.0,1748536.0,2249990.0,2346350.0,309618.0,312260.0
88.5,1314141.0,1770639.0,1595090.0,1608273.0,1656353.0,1842725.0,2723346.0,2666463.0,2478952.0,2734642.0,2979945.0,4083700.0,3057537.0,2388818.0,2157916.0,2037817.0,1990189.0,1953628.0,2097600.0,2137370.0,2050833.0,2333707.0,2654399.0,3488346.0,3138588.0,2052296.0,2164142.0,2122750.0,2020358.0,1795859.0,1681255.0,1895959.0,1701689.0,1760029.0,2249109.0,2372780.0,315482.0,313815.0
89.0,1304615.0,1774588.0,1580761.0,1619661.0,1666682.0,1863488.0,2717391.0,2645210.0,2484965.0,2730194.0,3001176.0,4073960.0,3066184.0,2388445.0,2160854.0,2048156.0,1999224.0,1963306.0,2100908.0,2151803.0,2046177.0,2330727.0,2649068.0,3472720.0,3148498.0,2058177.0,2159310.0,2117786.0,2023221.0,1806627.0,1675000.0,1914238.0,1699249.0,1750506.0,2266437.0,2355984.0,316577.0,316811.0
89.5,1227814.0,1789424.0,1596403.0,1644583.0,1671610.0,1865032.0,2741960.0,2681375.0,2501052.0,2772105.0,3006957.0,4121242.0,3067834.0,2397505.0,2170682.0,2059107.0,2023493.0,1980320.0,2117625.0,2164525.0,2062502.0,2349952.0,2680085.0,3395577.0,3177657.0,2071811.0,2175018.0,2130170.0,2026163.0,1814655.0,1685288.0,1961733.0,1711310.0,1765242.0,2257768.0,2366230.0,324364.0,320296.0
90.0,1139642.0,1770851.0,1579849.0,1606097.0,1658262.0,1844138.0,2707333.0,2633326.0,2447603.0,2710828.0,2993747.0,4081968.0,3035250.0,2362700.0,2148920.0,2022332.0,1986092.0,1957707.0,2077077.0,2127918.0,2032263.0,2317397.0,2636365.0,3366905.0,3163897.0,2044762.0,2164603.0,2110875.0,2006445.0,1801588.0,1666948.0,1919455.0,1683848.0,1754244.0,2253589.0,2340021.0,314668.0,310088.0
90.5,1072855.0,1773123.0,1580628.0,1613454.0,1654775.0,1848447.0,2696056.0,2648446.0,2460749.0,2714745.0,2989443.0,4070564.0,3043871.0,2362366.0,2132310.0,2023451.0,1973602.0,1942531.0,2083794.0,2129245.0,2032000.0,2319029.0,2640569.0,3283426.0,3143758.0,2037911.0,2152104.0,2115099.0,2008707.0,1795980.0,1660940.0,1900449.0,1683004.0,1745936.0,2255709.0,2348266.0,314663.0,316590.0
91.0,1023845.0,1756295.0,1564098.0,1596642.0,1634883.0,1830688.0,2679117.0,2634601.0,2429817.0,2700137.0,2961186.0,4048540.0,3020441.0,2336407.0,2115392.0,2012170.0,1960303.0,1937096.0,2061639.0,2098119.0,2000131.0,2280509.0,2602357.0,3492089.0,3128520.0,2018762.0,2136490.0,2081778.0,1996564.0,1770111.0,1637317.0,1870173.0,1668978.0,1728967.0,2226631.0,2316311.0,319263.0,316152.0
