,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
23.0,1440069.0,974595.0,399841.0,888533.0,1619231.0,1925896.0,635359.0,606314.0,543562.0,407672.0,521496.0,1031371.0,1011772.0,520050.0,459418.0,4559417.0,1958593.0,2313246.0,1597329.0,892112.0,970708.0,447483.0,518942.0,1058905.0,453755.0,382011.0,344401.0,18292178.0,14839142.0,15110296.0,12987966.0,14242677.0,14635133.0,349149.0,403925.0,484833.0,890957.0,459941.0,356221.0,6553050.0,27446128.0,23361332.0,25705725.0,26816791.0,12187046.0,358909.0,475175.0,818085.0,403516.0,400116.0,398976.0,316975.0,398449.0,4357923.0,395973.0,317258.0,329955.0,376772.0,459810.0,394352.0,72677302.0,67875723.0,62101825.0,62394973.0,68934912.0,63042346.0,58969432.0,59262070.0,57312066.0,57064204.0,57779668.0,71959651.0,25378095.0,24205313.0,22651075.0,22353036.0,23738163.0,23389206.0,268117.0,262199.0,265960.0,265074.0,253354.0,229379.0,277348.0,272148.0,277797.0,405311.0,396766.0,406642.0,402449.0,404577.0,371212.0,401517.0,365786.0,354392.0
23.5,1425166.0,973092.0,399482.0,892411.0,1628267.0,1921524.0,636689.0,609167.0,546508.0,408393.0,516690.0,1004986.0,1020181.0,524127.0,452994.0,4558659.0,1952342.0,2334788.0,1599281.0,890777.0,972025.0,440575.0,524266.0,1046184.0,452211.0,380913.0,343620.0,27437216.0,14660095.0,15100968.0,12686347.0,14509811.0,14462726.0,349100.0,401362.0,486366.0,871491.0,458059.0,355302.0,6577918.0,27416456.0,23328653.0,25918457.0,26994637.0,12165583.0,360958.0,475321.0,821115.0,409137.0,396865.0,399384.0,324601.0,392280.0,4342202.0,402523.0,318839.0,329148.0,367678.0,456424.0,401594.0,73477589.0,68662094.0,62755198.0,62885517.0,69532632.0,63252370.0,59187797.0,59763169.0,57869208.0,57597953.0,58450977.0,73273594.0,25558430.0,24250193.0,22784603.0,22484155.0,23904405.0,23596573.0,266613.0,265366.0,269264.0,266123.0,253492.0,232601.0,278425.0,274389.0,280629.0,397671.0,396546.0,405142.0,407418.0,407547.0,368845.0,406132.0,363065.0,354701.0
24.0,1426281.0,981856.0,397864.0,885188.0,1630323.0,1916311.0,632011.0,602428.0,545827.0,409376.0,517455.0,1009941.0,1011549.0,518178.0,455409.0,4560419.0,1944495.0,2311998.0,1594951.0,898028.0,979115.0,444363.0,522027.0,1051298.0,452939.0,380568.0,344960.0,19218358.0,14618107.0,15098862.0,12878266.0,14635097.0,14222055.0,350425.0,405312.0,481156.0,864633.0,455505.0,353649.0,6539930.0,27313232.0,23334277.0,26091460.0,26966647.0,12169902.0,360616.0,477926.0,819392.0,404581.0,396670.0,399026.0,321341.0,393314.0,4382335.0,401042.0,316733.0,329220.0,370746.0,448779.0,394634.0,74308226.0,69433829.0,63655830.0,63495851.0,69706919.0,63396025.0,59688075.0,60234515.0,58190870.0,57700355.0,58891985.0,74254948.0,25753188.0,24358471.0,22964391.0,22654424.0,24076642.0,23742780.0,268527.0,263950.0,263979.0,261734.0,255704.0,233733.0,279165.0,272856.0,278032.0,401304.0,394439.0,404818.0,400986.0,404036.0,369550.0,405651.0,362913.0,358837.0
24.5,1440459.0,981881.0,396162.0,886666.0,1627190.0,1911448.0,629884.0,603032.0,541990.0,410289.0,516909.0,1029504.0,1017951.0,525210.0,459642.0,4535237.0,1938847.0,2274552.0,1607627.0,897866.0,979657.0,448750.0,524677.0,1045709.0,453824.0,380492.0,345299.0,23665747.0,14592407.0,15075082.0,12696774.0,14754807.0,13949886.0,344507.0,405590.0,483544.0,866156.0,457386.0,352755.0,6532424.0,27399060.0,23235860.0,26077396.0,27052574.0,12122563.0,362944.0,475559.0,815543.0,409207.0,393882.0,400749.0,313958.0,396618.0,4347493.0,396692.0,318911.0,328609.0,373282.0,448428.0,392133.0,75451901.0,70279089.0,64203253.0,64103605.0,70301086.0,63377655.0,60055474.0,60574750.0,58332093.0,58171737.0,59650732.0,75484751.0,26044969.0,24364680.0,23019836.0,22843057.0,24250235.0,23956621.0,268321.0,263605.0,269480.0,264760.0,255398.0,227938.0,279130.0,275119.0,280083.0,402340.0,393836.0,404308.0,398405.0,407925.0,368696.0,405133.0,361793.0,358686.0
25.0,1419517.0,981864.0,398482.0,896120.0,1625564.0,1900947.0,632234.0,609856.0,546716.0,410838.0,516598.0,1036399.0,1020132.0,519644.0,456681.0,4548294.0,1943242.0,2255587.0,1605277.0,893213.0,973661.0,447475.0,527526.0,1055078.0,451609.0,380709.0,348513.0,28353551.0,14581379.0,15031995.0,12239663.0,14744399.0,13790797.0,347693.0,405954.0,483504.0,874980.0,452377.0,350263.0,6538246.0,27271631.0,23268356.0,26047538.0,27179514.0,12127993.0,359975.0,482098.0,823113.0,408973.0,398385.0,396575.0,314947.0,397708.0,4352140.0,399314.0,314895.0,326194.0,374910.0,453889.0,398387.0,76466320.0,70955247.0,64916174.0,64594867.0,70693799.0,63410228.0,60366669.0,60899206.0,58670494.0,58363669.0,59637969.0,76841193.0,26365996.0,24519459.0,23131875.0,22924862.0,24401547.0,24121583.0,273421.0,267259.0,264008.0,262942.0,255912.0,232007.0,278116.0,272660.0,276794.0,402626.0,399710.0,407503.0,401109.0,407915.0,373350.0,402730.0,364536.0,351233.0
25.5,1429876.0,987983.0,400810.0,885813.0,1604432.0,1904502.0,632613.0,605667.0,545575.0,407714.0,514649.0,1016487.0,1017008.0,525434.0,459142.0,4545054.0,1960805.0,2250071.0,1606043.0,892418.0,968697.0,446595.0,522650.0,1049443.0,445179.0,376718.0,343723.0,29871755.0,14550143.0,15037807.0,12122838.0,14747858.0,13583489.0,348477.0,405681.0,479170.0,888147.0,453328.0,354514.0,6551986.0,27401767.0,23262929.0,25960922.0,27289525.0,12069213.0,361810.0,474701.0,818807.0,404333.0,396710.0,398895.0,316214.0,395741.0,4381203.0,396391.0,313745.0,328132.0,368189.0,457166.0,395079.0,77245787.0,71597899.0,65182991.0,65020681.0,71219650.0,63514411.0,60619639.0,61288794.0,59024058.0,58761061.0,60287232.0,77590373.0,26602277.0,24624549.0,23232692.0,23034623.0,24632513.0,24253272.0,263067.0,264675.0,268020.0,264007.0,255833.0,228803.0,280530.0,271913.0,278593.0,402277.0,398156.0,402357.0,402920.0,405095.0,372636.0,404942.0,363076.0,354133.0
26.0,1426109.0,979318.0,396533.0,881308.0,1622956.0,1918042.0,630628.0,607120.0,542357.0,405177.0,516458.0,1010352.0,1005149.0,520185.0,457039.0,4522988.0,1941003.0,2242197.0,1616874.0,889724.0,966456.0,445578.0,522128.0,1046847.0,445799.0,380503.0,346374.0,38851144.0,14547870.0,15008573.0,12123663.0,14766953.0,13484181.0,345090.0,404205.0,482469.0,867996.0,454733.0,356151.0,6558038.0,27480977.0,23248559.0,26208057.0,27436754.0,12054372.0,359459.0,473082.0,815366.0,403459.0,397497.0,395607.0,318965.0,392466.0,4395317.0,399095.0,315044.0,325370.0,365955.0,457485.0,395756.0,78097346.0,72573744.0,65687653.0,65512279.0,71736660.0,63857413.0,60934108.0,61589242.0,59454063.0,59253806.0,60984493.0,78380582.0,26853669.0,24846716.0,23388234.0,23246649.0,24764621.0,24466931.0,268767.0,266789.0,265205.0,264435.0,255316.0,231251.0,278888.0,273066.0,279749.0,397186.0,392999.0,409681.0,401757.0,399560.0,373064.0,401146.0,364034.0,352973.0
26.5,1426481.0,975111.0,397040.0,885312.0,1628342.0,1909113.0,628111.0,609903.0,547941.0,404571.0,517370.0,1005107.0,1017361.0,517777.0,450763.0,4526756.0,1925875.0,2233703.0,1627937.0,897978.0,974755.0,447201.0,524311.0,1048896.0,450825.0,377778.0,343028.0,52458580.0,14528882.0,15031861.0,12008535.0,14835799.0,13397363.0,343803.0,405050.0,477860.0,865665.0,449374.0,352547.0,6526003.0,27318580.0,23190963.0,26327616.0,27516786.0,12040772.0,358001.0,476843.0,809793.0,403719.0,396297.0,403155.0,319679.0,393681.0,4401130.0,402409.0,317230.0,329306.0,370730.0,449151.0,398578.0,78618285.0,73337728.0,66374357.0,65837778.0,71879454.0,64015772.0,61002896.0,62000638.0,59569435.0,59306771.0,61733359.0,79516612.0,27009109.0,24924864.0,23497735.0,23380604.0,24870965.0,24712455.0,270984.0,264383.0,265453.0,265811.0,257513.0,228164.0,278734.0,273450.0,277339.0,398511.0,397441.0,405764.0,400572.0,407128.0,369261.0,404139.0,365417.0,355589.0
27.0,1428568.0,982385.0,398916.0,890462.0,1626809.0,1903838.0,633354.0,611169.0,543782.0,408512.0,518786.0,1013197.0,1016297.0,520310.0,454328.0,4545203.0,1923486.0,2199703.0,1644090.0,900526.0,974155.0,450596.0,524351.0,1049318.0,447285.0,379297.0,345815.0,62071783.0,14541090.0,14953291.0,12033692.0,14804041.0,13320039.0,350432.0,404485.0,477490.0,865551.0,451686.0,349134.0,6513438.0,27350835.0,23127755.0,26473095.0,27603482.0,12056098.0,363610.0,476305.0,809808.0,401790.0,395627.0,395523.0,317672.0,392741.0,4373364.0,394989.0,314754.0,329279.0,368722.0,447759.0,396078.0,79476352.0,74053326.0,66769157.0,66253499.0,72348458.0,64087259.0,61475667.0,61920895.0,59783644.0,59537834.0,62008425.0,80586460.0,27286619.0,25087700.0,23634063.0,23540716.0,25060491.0,24831572.0,270713.0,265513.0,262809.0,266202.0,255620.0,230409.0,280457.0,272277.0,278164.0,402392.0,395703.0,404884.0,398603.0,400610.0,372086.0,403723.0,363409.0,358718.0
27.5,1433825.0,989642.0,399427.0,883816.0,1605240.0,1891847.0,638932.0,606771.0,539873.0,409973.0,520339.0,1015228.0,1018884.0,519672.0,458041.0,4541636.0,1934663.0,2169946.0,1638441.0,905326.0,975568.0,452546.0,524041.0,1052773.0,446309.0,375759.0,345938.0,71854738.0,14494739.0,14976239.0,12048761.0,14851541.0,13334003.0,352162.0,404749.0,481003.0,862259.0,453700.0,354225.0,6485783.0,27148603.0,23121810.0,26354101.0,27663077.0,12000335.0,359098.0,475108.0,808216.0,406158.0,394106.0,397451.0,310923.0,393615.0,4374936.0,396395.0,318841.0,325302.0,372543.0,451481.0,390440.0,79976960.0,74523339.0,66919779.0,66693138.0,72892566.0,64324398.0,61450078.0,62279103.0,59883996.0,59755344.0,62816339.0,81602047.0,27536402.0,25203552.0,23749529.0,23667716.0,25310318.0,25047645.0,267290.0,263942.0,266702.0,265721.0,255966.0,229007.0,281186.0,271449.0,276140.0,399942.0,395760.0,405569.0,399198.0,403934.0,373533.0,403592.0,365778.0,359025.0
28.0,1424342.0,992895.0,401117.0,884611.0,1617175.0,1889018.0,630444.0,607347.0,545362.0,408806.0,521861.0,1033845.0,1013552.0,524832.0,458859.0,4528265.0,1957451.0,2165329.0,1641731.0,904400.0,972159.0,450141.0,525219.0,1057177.0,448686.0,378872.0,349733.0,74409672.0,14429830.0,14966433.0,12046598.0,14936531.0,13416491.0,349673.0,404310.0,480580.0,873041.0,455222.0,351618.0,6519368.0,27446876.0,23089803.0,26334051.0,27849951.0,12008589.0,359594.0,473518.0,817254.0,403237.0,394882.0,393797.0,317821.0,397819.0,4380177.0,402603.0,315928.0,326324.0,370288.0,452582.0,392256.0,80846157.0,75510416.0,67505122.0,67136355.0,73264887.0,64427107.0,61863325.0,62475850.0,60195580.0,60294062.0,63250741.0,82265616.0,27829570.0,25335304.0,23879959.0,23891948.0,25575514.0,25245883.0,270056.0,266220.0,267495.0,269261.0,256923.0,230894.0,277938.0,272118.0,280990.0,402563.0,399525.0,405293.0,401834.0,402850.0,370258.0,402412.0,360138.0,357600.0
28.5,1428094.0,988714.0,399150.0,886869.0,1621016.0,1917349.0,628999.0,611087.0,543517.0,408443.0,524641.0,1017234.0,1009558.0,522321.0,457667.0,4534139.0,1951540.0,2161913.0,1641884.0,917866.0,969968.0,449384.0,522390.0,1055115.0,448342.0,378801.0,346450.0,78666200.0,14452465.0,14974938.0,12116240.0,15013718.0,13427511.0,351924.0,403943.0,482950.0,870733.0,450275.0,353599.0,6493397.0,27269465.0,22965118.0,26448593.0,27805083.0,11968689.0,358677.0,472828.0,810854.0,406286.0,399221.0,399560.0,318025.0,392268.0,4405046.0,398675.0,319294.0,327762.0,366767.0,456200.0,401386.0,81710608.0,76293691.0,68062806.0,67690568.0,73861984.0,64782174.0,62063252.0,62909450.0,60715373.0,60564150.0,64048222.0,83568560.0,28189078.0,25568123.0,24068324.0,24021072.0,25778603.0,25462895.0,270885.0,265656.0,270200.0,264442.0,253227.0,235292.0,282041.0,272398.0,279528.0,399800.0,394412.0,404631.0,398988.0,401263.0,366321.0,405632.0,361734.0,354804.0
29.0,1433275.0,983066.0,402454.0,890220.0,1614522.0,1912438.0,630924.0,612297.0,543134.0,408546.0,521287.0,1005794.0,1023382.0,524515.0,452602.0,4551425.0,1944036.0,2136449.0,1668474.0,915887.0,970223.0,443685.0,524199.0,1055458.0,447803.0,379999.0,352387.0,81784421.0,14443593.0,14967887.0,12042676.0,15149552.0,13445874.0,349019.0,401769.0,483078.0,869192.0,454431.0,353751.0,6531704.0,27348037.0,23011013.0,26628518.0,28003314.0,11984069.0,359552.0,474218.0,817061.0,405383.0,393576.0,395145.0,318822.0,392550.0,4385457.0,394028.0,319903.0,324626.0,376328.0,456087.0,396205.0,82106230.0,76858577.0,68393771.0,67712993.0,74072142.0,64946561.0,62356314.0,63149596.0,60771707.0,60935271.0,64519167.0,84079789.0,28352471.0,25805268.0,24177510.0,24238148.0,25885461.0,25656060.0,266514.0,266822.0,264255.0,265771.0,260929.0,231284.0,281374.0,272033.0,273814.0,395627.0,391859.0,407259.0,404586.0,405618.0,372320.0,407106.0,363443.0,354571.0
29.5,1432555.0,990787.0,399546.0,883369.0,1637629.0,1912313.0,634685.0,608161.0,551609.0,407389.0,523145.0,1026219.0,1024665.0,527792.0,458273.0,4533893.0,1931577.0,2123375.0,1684330.0,928171.0,976267.0,446279.0,526202.0,1053906.0,444078.0,380907.0,349270.0,83953595.0,14467220.0,14966914.0,12100257.0,15240846.0,13450916.0,353123.0,402318.0,482420.0,858110.0,450786.0,356513.0,6492852.0,27353435.0,23003666.0,26936332.0,28153691.0,11950063.0,360638.0,476046.0,812221.0,408577.0,391572.0,397867.0,314926.0,395526.0,4359714.0,398064.0,316870.0,326936.0,368925.0,448755.0,398674.0,82783832.0,77447809.0,69046730.0,68314678.0,74799100.0,65052800.0,62479749.0,63316895.0,60948339.0,61116647.0,65396999.0,84825836.0,28615251.0,25931458.0,24424436.0,24380194.0,26067694.0,25814434.0,270128.0,263039.0,269217.0,266107.0,257517.0,229856.0,275471.0,270460.0,276227.0,401512.0,394441.0,401837.0,401165.0,406126.0,369145.0,401480.0,362841.0,355713.0
30.0,1450831.0,1000544.0,399565.0,886793.0,1625425.0,1894078.0,634804.0,605452.0,547138.0,411229.0,521169.0,1034167.0,1017810.0,526899.0,459006.0,4572023.0,1928256.0,2101736.0,1684995.0,934306.0,974028.0,450651.0,523881.0,1054951.0,448675.0,377706.0,347114.0,85872676.0,14422559.0,14939668.0,12121018.0,15310875.0,13514565.0,349524.0,406199.0,474179.0,865947.0,451546.0,352132.0,6482403.0,27154027.0,23033692.0,26838635.0,28373840.0,11983789.0,363063.0,476616.0,817926.0,405678.0,394773.0,397481.0,315069.0,392810.0,4379512.0,395666.0,314851.0,324284.0,367299.0,454073.0,392985.0,83587608.0,77873500.0,69242948.0,68699849.0,75318840.0,65319953.0,62584498.0,63617282.0,61168106.0,61381870.0,65736535.0,85585079.0,28869156.0,26011083.0,24465617.0,24539213.0,26226069.0,26015442.0,265819.0,262603.0,266136.0,266061.0,258860.0,230669.0,280360.0,276638.0,279823.0,393656.0,396224.0,401224.0,399868.0,402680.0,368090.0,404602.0,364193.0,356270.0
30.5,1454088.0,989222.0,399393.0,879714.0,1599682.0,1904839.0,634360.0,602453.0,548686.0,410793.0,522655.0,1046189.0,1022673.0,526115.0,458861.0,4559319.0,1957436.0,2111133.0,1694592.0,942213.0,965624.0,445304.0,523972.0,1077591.0,451311.0,380016.0,346128.0,86168683.0,14487621.0,14943130.0,11938822.0,15428500.0,13690996.0,344232.0,407924.0,478039.0,886556.0,450875.0,357281.0,6507873.0,27341841.0,23049587.0,26803616.0,28596816.0,11985893.0,364250.0,476545.0,823877.0,405101.0,393054.0,398640.0,317941.0,396817.0,4368409.0,396708.0,315934.0,324519.0,364978.0,453407.0,395366.0,84329082.0,78438499.0,69623598.0,68923830.0,75923154.0,65599564.0,62812448.0,63895373.0,61270606.0,61596916.0,66118613.0,86514332.0,29142514.0,26271861.0,24565130.0,24723825.0,26503922.0,26198154.0,270999.0,265944.0,268760.0,266464.0,260208.0,228925.0,280038.0,273747.0,280143.0,398949.0,395754.0,406247.0,401674.0,405743.0,372167.0,406053.0,366257.0,354267.0
31.0,1452010.0,987048.0,398113.0,888209.0,1613220.0,1909433.0,629531.0,606075.0,546551.0,409422.0,525958.0,1029813.0,1019164.0,528491.0,453432.0,4537521.0,1959660.0,2112809.0,1690082.0,936525.0,971525.0,448223.0,522894.0,1068261.0,443974.0,379482.0,351198.0,86220743.0,14496917.0,14922556.0,12326216.0,15492644.0,13781574.0,347247.0,406487.0,480771.0,876584.0,454279.0,352873.0,6489970.0,27341879.0,22956881.0,26688038.0,28678001.0,11942062.0,360081.0,476252.0,815694.0,402525.0,400103.0,400581.0,320149.0,394953.0,4356861.0,394389.0,316425.0,326818.0,369423.0,456948.0,396828.0,84750113.0,79048981.0,69829209.0,69428361.0,76564562.0,65850035.0,62984214.0,63726394.0,61663796.0,61940664.0,66825241.0,87387712.0,29373118.0,26400561.0,24708373.0,24837348.0,26616702.0,26412187.0,270127.0,264559.0,268132.0,267974.0,253791.0,230941.0,278926.0,274344.0,277832.0,401570.0,395914.0,405415.0,403511.0,402631.0,369491.0,401406.0,364087.0,353878.0
31.5,1432314.0,986055.0,398579.0,880244.0,1639009.0,1906442.0,636045.0,610296.0,546570.0,408010.0,528506.0,1019858.0,1019651.0,530135.0,460197.0,4543465.0,1932319.0,2138794.0,1705615.0,938275.0,971771.0,450061.0,526129.0,1060493.0,447404.0,381166.0,348381.0,86374171.0,14547396.0,14877220.0,12462939.0,15518297.0,13842359.0,350816.0,410223.0,483295.0,865565.0,453044.0,355611.0,6513987.0,27206321.0,22754349.0,26890005.0,28786913.0,11900138.0,362011.0,478833.0,806964.0,408662.0,398183.0,397878.0,318683.0,398891.0,4384899.0,398606.0,314671.0,324003.0,369500.0,453274.0,398380.0,85429037.0,79588613.0,70470616.0,69647199.0,76815442.0,66085442.0,63194961.0,64321056.0,61939071.0,62216487.0,67463261.0,87789165.0,29568755.0,26682804.0,24901899.0,25088560.0,26809086.0,26597186.0,268340.0,266055.0,265221.0,265500.0,258420.0,234684.0,277824.0,275352.0,279369.0,403585.0,400261.0,406160.0,401616.0,402825.0,371980.0,404139.0,365982.0,356070.0
32.0,1436471.0,997876.0,399601.0,879578.0,1641836.0,1910356.0,637425.0,611510.0,545958.0,409022.0,524584.0,1015822.0,1027827.0,525130.0,459477.0,4531413.0,1934144.0,2107352.0,1717036.0,939231.0,976926.0,450614.0,528617.0,1065422.0,446475.0,378299.0,346172.0,87512285.0,14360364.0,14875805.0,12319349.0,15528063.0,14003502.0,351315.0,404967.0,482490.0,852362.0,450162.0,349947.0,6491351.0,27246120.0,22832987.0,27196516.0,28997130.0,11921504.0,362468.0,478711.0,811447.0,408092.0,397512.0,398582.0,316946.0,395856.0,4377074.0,393162.0,316184.0,325455.0,368423.0,454209.0,398298.0,85854093.0,79739316.0,70785099.0,69804156.0,77306224.0,66113996.0,63341191.0,64389397.0,61914078.0,62775936.0,68098401.0,88642609.0,29725496.0,26777911.0,25009844.0,25281735.0,26937630.0,26827804.0,265118.0,268318.0,268900.0,265681.0,257721.0,234235.0,283418.0,270368.0,281009.0,399744.0,396715.0,406194.0,400163.0,402583.0,368562.0,400810.0,355681.0,358002.0
32.5,1457324.0,997078.0,400799.0,884514.0,1635588.0,1901576.0,633956.0,605924.0,550001.0,410051.0,522257.0,1047585.0,1027968.0,523896.0,459678.0,4544217.0,1938173.0,2094762.0,1723416.0,939615.0,976229.0,455182.0,531499.0,1066246.0,447274.0,380194.0,347461.0,89155900.0,14327958.0,14884949.0,12386614.0,15631523.0,14061969.0,353897.0,407305.0,482224.0,857567.0,450706.0,350464.0,6479961.0,27344334.0,22782757.0,27146545.0,29166514.0,11938193.0,362514.0,478075.0,823310.0,403366.0,391114.0,400848.0,317986.0,396054.0,4332709.0,396506.0,315957.0,319953.0,366613.0,447979.0,395576.0,86526675.0,80347165.0,71206283.0,70325576.0,77971227.0,66213845.0,63612438.0,64591727.0,62188498.0,62995189.0,68712480.0,89287185.0,30010475.0,27022583.0,25162043.0,25518361.0,27261196.0,27023997.0,268855.0,266894.0,270828.0,268743.0,258509.0,229675.0,281200.0,271614.0,282463.0,399666.0,397590.0,408671.0,402963.0,405655.0,370409.0,398937.0,364017.0,355030.0
33.0,1463722.0,1007633.0,396880.0,886881.0,1617231.0,1893004.0,634799.0,605402.0,543502.0,409442.0,527517.0,1044845.0,1024891.0,527624.0,459334.0,4573085.0,1934941.0,2071742.0,1729711.0,944630.0,968461.0,451902.0,528976.0,1077559.0,444750.0,375873.0,346371.0,90058241.0,14338803.0,14899851.0,12497458.0,15615702.0,14255177.0,352267.0,401075.0,482906.0,873169.0,453577.0,352743.0,6461561.0,27317532.0,22781236.0,26838674.0,29409672.0,11897370.0,362915.0,479464.0,814821.0,404186.0,395329.0,397498.0,312320.0,393703.0,4369481.0,401524.0,316961.0,323460.0,366324.0,456165.0,398151.0,87416235.0,80906978.0,71339178.0,70309133.0,78364357.0,66268461.0,63666917.0,64864890.0,62143138.0,63194695.0,69258676.0,90420332.0,30286944.0,27221341.0,25312284.0,25651432.0,27457091.0,27236483.0,268540.0,267637.0,266790.0,262881.0,252788.0,234522.0,279930.0,272382.0,279595.0,399794.0,396271.0,404710.0,403267.0,405414.0,373647.0,404510.0,361667.0,352752.0
33.5,1449370.0,996279.0,399623.0,881723.0,1620475.0,1899607.0,638072.0,607181.0,549970.0,414016.0,530282.0,1036500.0,1019917.0,530026.0,464154.0,4536363.0,1960174.0,2082594.0,1725661.0,944697.0,970184.0,455305.0,528093.0,1072714.0,444677.0,381585.0,348323.0,89304500.0,14310618.0,14884093.0,12554681.0,15694364.0,15159459.0,352043.0,407426.0,483043.0,873070.0,448259.0,350695.0,6471587.0,27319920.0,22719075.0,26894513.0,29547591.0,11852157.0,358306.0,475864.0,817555.0,406383.0,396458.0,396747.0,315604.0,392153.0,4360711.0,397481.0,317498.0,322996.0,368138.0,455235.0,393868.0,87835366.0,81082505.0,71428265.0,70647025.0,79023330.0,66556565.0,63813552.0,64903549.0,62463183.0,63183860.0,69749578.0,90767642.0,30523499.0,27382152.0,25462922.0,25799963.0,27632703.0,27366942.0,269330.0,264877.0,266420.0,266226.0,256964.0,228627.0,282056.0,276214.0,281857.0,397828.0,398810.0,404164.0,403761.0,404085.0,372590.0,405982.0,364067.0,352208.0
34.0,1455421.0,999260.0,398671.0,883665.0,1622697.0,1921444.0,636714.0,609961.0,551059.0,414165.0,522414.0,1024759.0,1030485.0,525869.0,461943.0,4551921.0,1954868.0,2107883.0,1732995.0,950627.0,966125.0,451600.0,526373.0,1069139.0,442431.0,383434.0,344038.0,89498557.0,14326605.0,14860042.0,12606718.0,15732925.0,13273614.0,347601.0,407468.0,483257.0,864166.0,451995.0,357677.0,6448620.0,27155358.0,22693539.0,27120910.0,29590136.0,11863389.0,359989.0,477446.0,809582.0,407729.0,396599.0,399575.0,317572.0,396188.0,4364815.0,392537.0,315534.0,325391.0,367634.0,455525.0,393949.0,88262729.0,81494220.0,71908675.0,70735235.0,79339293.0,66926548.0,63840823.0,65305989.0,62712170.0,63378777.0,70283081.0,91461292.0,30666959.0,27608584.0,25534210.0,26050190.0,27768199.0,27534842.0,268735.0,263162.0,270046.0,265914.0,255981.0,231741.0,280511.0,272654.0,281523.0,400156.0,398812.0,401517.0,400548.0,405841.0,368542.0,405820.0,365773.0,354704.0
34.5,1447037.0,1000668.0,400945.0,883645.0,1645078.0,1905637.0,632640.0,614747.0,543994.0,407835.0,523004.0,1024996.0,1028853.0,526763.0,458407.0,4535827.0,1946226.0,2109014.0,1746737.0,948538.0,973351.0,447739.0,531862.0,1067542.0,446873.0,382303.0,347864.0,89899638.0,14260926.0,14848237.0,12527256.0,15769543.0,16105397.0,348972.0,404356.0,482652.0,854376.0,451428.0,355009.0,6465528.0,27276323.0,22716690.0,27224494.0,29673903.0,11856113.0,360333.0,477663.0,814134.0,404588.0,399270.0,397937.0,315669.0,393269.0,4371741.0,396620.0,318039.0,324131.0,369539.0,450902.0,400060.0,89046912.0,81767866.0,72409107.0,70985837.0,79762459.0,67042154.0,64300447.0,65542412.0,62752179.0,63829490.0,71146114.0,92337320.0,30932614.0,27872299.0,25702899.0,26150786.0,28019590.0,27779697.0,270083.0,263946.0,268014.0,265790.0,256480.0,233279.0,280852.0,272179.0,279450.0,397446.0,396561.0,404206.0,403584.0,402924.0,370488.0,399670.0,366874.0,353652.0
35.0,1476177.0,1005619.0,404652.0,886680.0,1642215.0,1916260.0,633878.0,607660.0,550821.0,408707.0,523983.0,1030133.0,1036955.0,529013.0,460153.0,4548892.0,1939070.0,2084146.0,1759452.0,950845.0,976893.0,453187.0,532881.0,1071071.0,443776.0,381080.0,349475.0,91883691.0,14291844.0,14807357.0,12635421.0,15743454.0,12849422.0,351768.0,404710.0,484560.0,855657.0,452728.0,354266.0,6456818.0,27274654.0,22640665.0,27480624.0,29883960.0,11843764.0,360405.0,475829.0,813817.0,404142.0,393430.0,395505.0,316498.0,394065.0,4378474.0,396235.0,315911.0,327219.0,369556.0,449219.0,396376.0,89762582.0,82163769.0,73051576.0,71329335.0,80257092.0,67082223.0,64240298.0,65511293.0,63137990.0,64342872.0,71909208.0,93153654.0,31034781.0,28129230.0,25851284.0,26370181.0,28134310.0,27941900.0,268169.0,267788.0,264672.0,265975.0,258758.0,229953.0,278958.0,272305.0,280605.0,399424.0,395491.0,403756.0,399936.0,408073.0,373692.0,399182.0,362936.0,356178.0
35.5,1465371.0,1010995.0,403275.0,886984.0,1639117.0,1901978.0,630522.0,601871.0,546835.0,411916.0,535137.0,1052062.0,1032522.0,528344.0,464275.0,4563491.0,1950999.0,2082090.0,1764606.0,954574.0,967801.0,453638.0,526289.0,1080012.0,443451.0,380627.0,350726.0,93172618.0,14256933.0,14841287.0,12604594.0,15813309.0,14681233.0,351366.0,404660.0,484001.0,868971.0,451807.0,352596.0,6440361.0,27233399.0,22683724.0,27339348.0,30139858.0,11837413.0,358612.0,479441.0,820125.0,407401.0,396533.0,397700.0,314955.0,395663.0,4367397.0,397189.0,316210.0,323669.0,371562.0,450436.0,394505.0,90651106.0,82284569.0,72357888.0,71500737.0,80691218.0,67142204.0,64407614.0,65946397.0,63124474.0,64349069.0,72320609.0,93825229.0,31293344.0,28223810.0,26014631.0,26529760.0,28307557.0,28071726.0,268945.0,266931.0,269113.0,264161.0,261464.0,233129.0,280983.0,274080.0,280992.0,396016.0,393425.0,405882.0,403556.0,405544.0,368871.0,405753.0,365884.0,359096.0
